strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType
205.0,0.0,0.0,0.0,0,0,0.99959,0.0,,,,,,,Regular
210.0,0.0,0.0,0.0,0,0,0.99949,0.0,,,,,,,Regular
215.0,0.0,0.0,0.0,0,0,0.99937,0.0,,,,,,,Regular
220.0,0.0,0.0,0.0,0,0,0.99923,-1E-05,,,,,,,Regular
225.0,0.0,0.0,0.0,0,0,0.99906,-1E-05,,,,,,,Regular
230.0,0.0,0.0,0.0,0,0,0.99887,-1E-05,,,,,,,Regular
235.0,0.0,0.0,0.0,0,0,0.99864,-2E-05,,,,,,,Regular
240.0,0.0,0.0,0.0,0,0,0.99838,-2E-05,,,,,,,Regular
245.0,0.0,0.0,0.0,0,0,0.99809,-3E-05,,,,,,,Regular
250.0,0.0,0.0,0.0,0,0,0.99775,-5E-05,,,,,,,Regular
255.0,0.0,0.0,0.0,0,0,0.99737,-6E-05,,,,,,,Regular
260.0,0.0,0.0,0.0,0,0,0.99694,-8E-05,,,,,,,Regular
265.0,0.0,0.0,0.0,0,0,0.99646,-0.00011,,,,,,,Regular
270.0,0.0,0.0,0.0,0,0,0.99592,-0.00014,,,,,,,Regular
275.0,0.0,0.0,0.0,0,0,0.99532,-0.00018,,,,,,,Regular
280.0,0.0,0.0,0.0,0,0,0.99466,-0.00023,,,,,,,Regular
285.0,0.0,0.0,0.0,0,0,0.99392,-0.0003,,,,,,,Regular
290.0,0.0,0.0,0.0,0,0,0.99312,-0.00037,,,,,,,Regular
295.0,0.0,0.0,0.0,0,0,0.9929,-0.0004,,,,,,,Regular
300.0,0.0,0.0,0.0,0,0,0.99267,-0.00042,,,,,,,Regular
305.0,0.0,0.0,0.0,0,0,0.99244,-0.00045,,,,,,,Regular
310.0,0.0,0.0,0.0,0,0,0.99221,-0.00048,,,,,,,Regular
315.0,0.0,0.0,0.0,0,0,0.99197,-0.00051,,,,,,,Regular
320.0,0.0,0.0,0.0,0,0,0.99172,-0.00054,,,,,,,Regular
325.0,0.0,0.0,0.0,0,0,0.99147,-0.00057,,,,,,,Regular
330.0,0.0,0.0,0.0,0,0,0.99121,-0.0006,,,,,,,Regular
335.0,0.0,0.0,0.0,0,0,0.99094,-0.00063,,,,,,,Regular
340.0,0.1482,0.0,0.1482,28,0,0.99067,-0.00067,,,,,,,Regular
345.0,0.0,0.0,0.0,0,0,0.99039,-0.0007,,,,,,,Regular
350.0,0.0,0.0,0.0,0,0,0.99011,-0.00074,,,,,,,Regular
355.0,0.0,0.0,0.0,0,0,0.98982,-0.00078,,,,,,,Regular
360.0,0.0,0.0,0.0,0,0,0.98951,-0.00082,,,,,,,Regular
365.0,0.0,0.0,0.0,0,0,0.98921,-0.00087,,,,,,,Regular
370.0,0.0,0.0,0.0,0,0,0.98889,-0.00092,,,,,,,Regular
375.0,0.0,0.0,0.0,0,0,0.98857,-0.00097,,,,,,,Regular
380.0,0.0,0.0,0.0,0,0,0.98823,-0.00103,,,,,,,Regular
385.0,0.0,0.0,0.0,0,0,0.98789,-0.00108,,,,,,,Regular
390.0,0.0,0.0,0.0,0,0,0.98754,-0.00115,,,,,,,Regular
395.0,0.0,0.0,0.0,0,0,0.98718,-0.00123,,,,,,,Regular
400.0,0.0,0.0,0.0,0,0,0.98681,-0.00133,,,,,,,Regular
405.0,0.0,0.0,0.0,0,0,0.98643,-0.00142,,,,,,,Regular
410.0,0.0,0.0,0.0,0,0,0.98603,-0.00152,,,,,,,Regular
415.0,0.0,0.0,0.0,0,0,0.98563,-0.00163,,,,,,,Regular
420.0,0.0,0.0,0.0,0,0,0.98522,-0.00173,,,,,,,Regular
425.0,0.0,0.0,0.0,0,0,0.98479,-0.00184,,,,,,,Regular
430.0,0.0,0.0,0.0,0,0,0.98435,-0.00196,,,,,,,Regular
435.0,0.0,0.0,0.0,0,0,0.98389,-0.00208,,,,,,,Regular
440.0,0.0,0.0,0.0,0,0,0.98342,-0.0022,,,,,,,Regular
445.0,0.0,0.0,0.0,0,0,0.98294,-0.00232,,,,,,,Regular
450.0,2.8805,0.0,2.8805,213,0,0.98244,-0.00245,,,,,,,Regular
455.0,0.0,0.0,0.0,0,0,0.98193,-0.00259,,,,,,,Regular
460.0,0.0,0.0,0.0,0,0,0.98139,-0.00273,,,,,,,Regular
465.0,0.0,0.0,0.0,0,0,0.98084,-0.00287,,,,,,,Regular
470.0,0.0,0.0,0.0,0,0,0.98027,-0.00303,,,,,,,Regular
475.0,0.0,0.0,0.0,0,0,0.97968,-0.00327,,,,,,,Regular
480.0,0.0,0.0,0.0,0,0,0.97907,-0.00354,,,,,,,Regular
485.0,3.5584,0.0,3.5584,191,0,0.97844,-0.00382,,,,,,,Regular
490.0,0.0,0.0,0.0,0,0,0.97779,-0.00412,,,,,,,Regular
495.0,2.6237,0.0,2.6237,128,0,0.9771,-0.00442,,,,,,,Regular
500.0,8.505,0.0,8.505,395,0,0.97637,-0.00475,,,,,,,Regular
505.0,0.0,0.0,0.0,0,0,0.97539,-0.00517,,,,,,,Regular
510.0,0.0,-58.2595,-58.2595,0,6797,0.97391,-0.00562,,,,,,,Regular
515.0,0.0,0.0,0.0,0,0,0.97223,-0.00609,,,,,,,Regular
520.0,0.0,-82.2695,-82.2695,0,7965,0.97051,-0.00664,,,,,,,Regular
525.0,0.0,-54.033,-54.033,0,4722,0.96873,-0.00731,,,,,,,Regular
530.0,11.5099,-171.0066,-159.4967,362,13507,0.96688,-0.00803,,,,,,,Regular
535.0,0.0,-164.8173,-164.8173,0,11806,0.96497,-0.00878,,,,,,,Regular
540.0,21.8231,-186.5019,-164.6788,602,12148,0.96298,-0.00955,,,,,,,Regular
545.0,10.2551,-105.7764,-95.5213,265,6262,0.96092,-0.0104,,,,,,,Regular
550.0,28.464,-606.4316,-577.9676,689,32301,0.95877,-0.01149,,,,,,,Regular
555.0,0.0,-189.693,-189.693,0,9092,0.95653,-0.01268,,,,,,,Regular
560.0,210.3285,-460.5221,-250.1936,4465,19930,0.95419,-0.01392,,,,,,,Regular
565.0,0.0,-316.7711,-316.7711,0,12391,0.95174,-0.01525,,,,,,,Regular
570.0,152.6205,-2090.285,-1937.6645,2837,73533,0.94918,-0.01682,,,,,,,Regular
575.0,93.1023,-607.4142,-514.3119,1618,19201,0.9465,-0.01857,,,,,,,Regular
580.0,77.24,-638.4329,-561.1929,1254,18096,0.94367,-0.02056,,,,,,,Regular
585.0,196.3971,-387.8384,-191.4413,2976,9873,0.94069,-0.0227,,,,,,,Regular
590.0,342.4388,-1132.1673,-789.7285,4838,25906,0.93755,-0.025,,,,,,,Regular
595.0,308.8947,-632.6799,-323.7852,4064,12947,0.93423,-0.02775,,,,,,,Regular
600.0,491.293,-3142.4417,-2651.1487,6011,57501,0.93071,-0.03078,,,,,,,Regular
605.0,124.2039,-1413.7269,-1289.523,1411,23085,0.92696,-0.03423,,,,,,,Regular
610.0,1235.0562,-1325.2034,-90.1472,12992,19267,0.92275,-0.03818,,,,,,,Regular
615.0,695.4557,-1709.5646,-1014.1089,6730,22074,0.91708,-0.04277,,,,,,,Regular
620.0,415.7122,-3567.9949,-3152.2827,3688,40841,0.9103,-0.04803,,,,,,,Regular
625.0,568.9942,-1344.4738,-775.4796,4624,13629,0.903,-0.05401,84.54,85.25,1.31,1.33,,4.13,Regular
630.0,1377.946,-4009.1232,-2631.1772,10250,35941,0.89524,-0.06087,79.71,80.41,1.46,1.49,0.13,4.11,Regular
635.0,473.6853,-1236.6176,-762.9323,3221,9772,0.88692,-0.06909,74.9,75.6,1.65,1.68,0.16,4.07,Regular
640.0,821.0686,-1779.8202,-958.7516,5093,12387,0.87768,-0.0786,70.14,70.83,1.87,1.9,0.19,4.01,Regular
