strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType,callIV,putIV
300.0,0.0,0.0,0.0,0,0,0.99993,0.0,,,,,,,Regular,1.0454,0.6878
305.0,0.0,0.0,0.0,0,0,0.99991,0.0,,,,,,,Regular,1.0454,0.6878
310.0,0.0,0.0,0.0,0,0,0.99988,0.0,,,,,,,Regular,1.0454,0.6878
315.0,0.0,0.0,0.0,0,0,0.99985,0.0,,,,,,,Regular,1.0454,0.6878
320.0,0.0,0.0,0.0,0,0,0.9998,0.0,,,,,,,Regular,1.0454,0.6878
325.0,0.0,0.0,0.0,0,0,0.99975,0.0,,,,,,,Regular,1.0454,0.6878
330.0,0.0,0.0,0.0,0,0,0.99969,0.0,,,,,,,Regular,1.0454,0.6878
335.0,0.0,0.0,0.0,0,0,0.99962,0.0,,,,,,,Regular,1.0454,0.6878
340.0,0.0,0.0,0.0,0,0,0.99953,0.0,,,,,,,Regular,1.0454,0.6878
345.0,0.0,0.0,0.0,0,0,0.99943,0.0,,,,,,,Regular,1.0454,0.6878
350.0,0.0,0.0,0.0,0,0,0.99931,0.0,,,,,,,Regular,1.0454,0.6878
355.0,0.0,0.0,0.0,0,0,0.99916,0.0,,,,,,,Regular,1.0454,0.6878
360.0,0.0,0.0,0.0,0,0,0.99899,0.0,,,,,,,Regular,1.0454,0.6878
365.0,0.0,0.0,0.0,0,0,0.99879,0.0,,,,,,,Regular,1.0454,0.6878
370.0,0.0,0.0,0.0,0,0,0.99856,0.0,,,,,,,Regular,1.0454,0.6878
375.0,0.0,0.0,0.0,0,0,0.9983,-1E-05,,,,,,,Regular,1.0454,0.6878
380.0,0.0,0.0,0.0,0,0,0.998,-1E-05,,,,,,,Regular,1.0454,0.6878
385.0,0.0,0.0,0.0,0,0,0.99765,-1E-05,,,,,,,Regular,1.0454,0.6878
390.0,0.0,0.0,0.0,0,0,0.99725,-2E-05,,,,,,,Regular,1.0454,0.6878
395.0,0.0,0.0,0.0,0,0,0.9968,-3E-05,,,,,,,Regular,1.0454,0.6878
400.0,0.0,0.0,0.0,0,0,0.99629,-4E-05,,,,,,,Regular,1.0454,0.6878
405.0,0.0,0.0,0.0,0,0,0.99572,-5E-05,,,,,,,Regular,1.0454,0.6878
410.0,0.0,0.0,0.0,0,0,0.99508,-7E-05,,,,,,,Regular,1.0454,0.6878
415.0,0.0,0.0,0.0,0,0,0.99437,-9E-05,,,,,,,Regular,1.0454,0.6878
420.0,0.0,0.0,0.0,0,0,0.99357,-0.00012,,,,,,,Regular,1.0454,0.6878
425.0,0.0,0.0,0.0,0,0,0.99269,-0.00016,,,,,,,Regular,1.0454,0.6878
430.0,0.0,0.0,0.0,0,0,0.99249,-0.0002,,,,,,,Regular,1.0282,0.6861
435.0,0.0,0.0,0.0,0,0,0.99229,-0.00024,,,,,,,Regular,1.0111,0.6824
440.0,0.0,0.0,0.0,0,0,0.99208,-0.00028,,,,,,,Regular,0.9942,0.6773
445.0,0.0,0.0,0.0,0,0,0.99187,-0.00033,,,,,,,Regular,0.9774,0.6711
450.0,6.181,0.0,6.181,832,0,0.99164,-0.00037,,,,,,,Regular,0.9608,0.6642
455.0,1.9734,0.0,1.9734,255,0,0.99142,-0.00042,,,,,,,Regular,0.9442,0.6566
460.0,1.1127,0.0,1.1127,138,0,0.99118,-0.00046,,,,,,,Regular,0.9278,0.6486
465.0,0.1176,0.0,0.1176,14,0,0.99094,-0.00051,,,,,,,Regular,0.9116,0.6402
470.0,1.5326,0.0,1.5326,175,0,0.9907,-0.00056,,,,,,,Regular,0.8954,0.6317
475.0,0.0,0.0,0.0,0,0,0.99044,-0.00061,,,,,,,Regular,0.8794,0.6229
480.0,0.238,0.0,0.238,25,0,0.99018,-0.00067,,,,,,,Regular,0.8635,0.6138
485.0,0.0,0.0,0.0,0,0,0.98991,-0.00072,,,,,,,Regular,0.8477,0.6045
490.0,0.0,0.0,0.0,0,0,0.98964,-0.00078,,,,,,,Regular,0.832,0.5951
495.0,0.0,0.0,0.0,0,0,0.98935,-0.00084,,,,,,,Regular,0.8164,0.5855
500.0,2.4492,0.0,2.4492,217,0,0.98905,-0.00091,,,,,,,Regular,0.8009,0.5763
505.0,0.6247,0.0,0.6247,53,0,0.98875,-0.00101,,,,,,,Regular,0.7855,0.5689
510.0,1.5636,0.0,1.5636,127,0,0.98843,-0.00112,,,,,,,Regular,0.7702,0.5614
515.0,0.0,0.0,0.0,0,0,0.98811,-0.00124,,,,,,,Regular,0.755,0.5535
