strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType
5.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
10.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
15.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
20.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
25.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
30.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
35.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
40.0,0.0,0.0,0.0,0,0,1.0,0.0,,,,,,,Regular
45.0,0.0,0.0,0.0,0,0,0.99999,0.0,,,,,,,Regular
50.0,0.0,0.0,0.0,0,0,0.99998,0.0,,,,,,,Regular
60.0,0.0,0.0,0.0,0,0,0.99991,0.0,,,,,,,Regular
70.0,0.0,0.0,0.0,0,0,0.99972,-2E-05,,,,,,,Regular
80.0,0.0,0.0,0.0,0,0,0.99928,-9E-05,,,,,,,Regular
90.0,0.0,0.0,0.0,0,0,0.99843,-0.00026,,,,,,,Regular
100.0,0.0,0.0,0.0,0,0,0.99809,-0.00031,,,,,,,Regular
110.0,0.0,0.0,0.0,0,0,0.99772,-0.00036,,,,,,,Regular
115.0,0.0,0.0,0.0,0,0,0.99752,-0.00039,,,,,,,Regular
120.0,0.0,0.0,0.0,0,0,0.99731,-0.00043,,,,,,,Regular
125.0,0.0,0.0,0.0,0,0,0.9971,-0.00046,,,,,,,Regular
130.0,0.0,0.0,0.0,0,0,0.99687,-0.00049,,,,,,,Regular
135.0,0.0,0.0,0.0,0,0,0.99663,-0.00055,,,,,,,Regular
140.0,0.0,0.0,0.0,0,0,0.99638,-0.00067,,,,,,,Regular
145.0,0.0,0.0,0.0,0,0,0.99611,-0.00083,,,,,,,Regular
150.0,0.0,0.0,0.0,0,0,0.99584,-0.001,,,,,,,Regular
155.0,0.0,0.0,0.0,0,0,0.99555,-0.00118,,,,,,,Regular
160.0,0.0,0.0,0.0,0,0,0.99524,-0.00136,,,,,,,Regular
165.0,0.0,0.0,0.0,0,0,0.99492,-0.00156,,,,,,,Regular
170.0,0.0,0.0,0.0,0,0,0.99458,-0.00176,,,,,,,Regular
175.0,0.0,0.0,0.0,0,0,0.99423,-0.002,,,,,,,Regular
180.0,0.0,0.0,0.0,0,0,0.99385,-0.00231,,,,,,,Regular
185.0,0.0,0.0,0.0,0,0,0.99346,-0.00265,,,,,,,Regular
190.0,0.0,0.0,0.0,0,0,0.99289,-0.00301,,,,,,,Regular
195.0,0.0,0.0,0.0,0,0,0.99167,-0.0034,,,,,,,Regular
200.0,2.0279,0.0,2.0279,565,0,0.99026,-0.00386,,,,,,,Regular
205.0,0.0,0.0,0.0,0,0,0.98878,-0.00435,,,,,,,Regular
210.0,0.0,0.0,0.0,0,0,0.98725,-0.00487,,,,,,,Regular
215.0,0.0,0.0,0.0,0,0,0.98563,-0.00542,,,,,,,Regular
220.0,4.072,-5.3392,-1.2672,666,1730,0.98394,-0.00601,,,,,,,Regular
225.0,0.0,-1.5193,-1.5193,0,435,0.98215,-0.00663,,,,,,,Regular
230.0,1.6587,-5.6876,-4.0289,214,1441,0.98026,-0.0073,120.9,123.9,0.14,0.17,,2.3,Regular
235.0,0.0,-2.0381,-2.0381,0,455,0.97825,-0.00807,115.9,118.6,0.16,0.18,-0.01,1.95,Regular
240.0,5.0026,-16.0352,-11.0326,513,3101,0.97609,-0.00913,111.05,113.95,0.18,0.2,0,2.35,Regular
245.0,0.0,-2.0483,-2.0483,0,343,0.97376,-0.01033,106.1,108.7,0.2,0.22,0,2.1,Regular
250.0,8.6613,-65.4982,-56.8369,705,9487,0.97112,-0.01168,101.15,104,0.22,0.24,0,2.2,Regular
255.0,1.1434,-4.2617,-3.1183,82,526,0.9677,-0.01348,96.25,98.95,0.25,0.27,0.01,2.3,Regular
260.0,0.0,-70.8275,-70.8275,0,7395,0.96391,-0.01572,91.3,93.95,0.28,0.3,0.01,2.3,Regular
265.0,0.0,-15.3589,-15.3589,0,1357,0.95984,-0.01831,86.4,89,0.33,0.35,0.03,2.75,Regular
270.0,12.344,-73.6006,-61.2566,607,5430,0.95546,-0.02175,81.7,83.65,0.38,0.4,0.03,2.85,Regular
275.0,2.3832,-22.263,-19.8798,103,1357,0.95034,-0.0263,76.85,78.85,0.46,0.48,0.06,2.1,Regular
280.0,15.1509,-174.5974,-159.4465,567,8779,0.94294,-0.03194,72.1,74.75,0.56,0.58,0.08,2.7,Regular
285.0,1.8943,-49.388,-47.4937,61,2036,0.93338,-0.03931,67.45,69.4,0.69,0.7,0.11,3.15,Regular
290.0,31.9751,-405.0324,-373.0573,890,13662,0.9229,-0.04882,62.9,64.3,0.86,0.88,0.16,3.3,Regular
295.0,4.3915,-104.848,-100.4565,106,2904,0.91155,-0.06069,58.45,59.6,1.08,1.1,0.2,3.7,Regular
300.0,125.0631,-941.9484,-816.8853,2613,21447,0.89789,-0.07628,53.95,54.75,1.38,1.4,0.28,3.75,Regular
305.0,63.728,-111.1535,-47.4255,1149,2101,0.87921,-0.09545,49.3,50.2,1.77,1.8,0.37,3.6,Regular
310.0,206.6067,-566.1088,-359.5021,3232,8987,0.85782,-0.11882,44.85,45.7,2.27,2.31,0.47,3.55,Regular
315.0,183.5193,-261.6935,-78.1742,2507,3538,0.83187,-0.14694,40.55,41.3,2.91,2.95,0.6,3.4,Regular
320.0,276.71,-839.0349,-562.3249,3337,9821,0.8008,-0.18023,36.4,37.15,3.7,3.8,0.75,3.5,Regular
325.0,468.9984,-493.4018,-24.4034,5063,5082,0.76499,-0.21761,32.4,32.9,4.7,4.8,0.9,3.25,Regular
330.0,518.3631,-1030.0621,-511.699,5085,9535,0.72502,-0.26079,28.65,29.15,5.9,6,1.1,3.05,Regular
335.0,280.069,-376.2389,-96.1699,2524,3195,0.68205,-0.30819,25.25,25.6,7.4,7.5,1.4,2.9,Regular
337.5,0.4588,-34.4281,-33.9693,4,282,0.6587,-0.33313,23.4,23.95,8.2,8.3,,2.55,Regular
340.0,493.8041,-2480.7159,-1986.9118,4180,19709,0.63473,-0.3589,22.15,22.35,9.1,9.2,1.6,2.75,Regular
342.5,1.2084,-6.0655,-4.8571,10,47,0.60996,-0.38532,20.35,20.85,10.05,10.2,1.75,2.35,Regular
345.0,366.9559,-417.9613,-51.0054,2977,3176,0.58488,-0.41223,19.15,19.4,11.1,11.25,1.9,2.45,Regular
347.5,6.2587,-8.5428,-2.2841,50,64,0.55942,-0.43946,17.65,18,12.2,12.35,2,2.3,Regular
350.0,744.9157,-1609.7273,-864.8116,5899,11932,0.53374,-0.46686,16.5,16.7,13.4,13.55,2.15,2.35,Regular
352.5,41.5808,-13.9465,27.6343,328,103,0.50807,-0.49428,15.15,15.35,14.7,14.85,2.35,2.05,Regular
355.0,316.7478,-234.1012,82.6466,2497,1728,0.48247,-0.52165,14.05,14.15,16.1,16.2,2.55,1.95,Regular
357.5,58.1401,-44.7272,13.4129,461,331,0.45725,-0.54897,12.95,13.1,17.35,17.6,2.5,1.85,Regular
360.0,589.5591,-1100.232,-510.6729,4717,8262,0.43234,-0.57518,11.95,12.1,18.95,19.15,2.75,1.7,Regular
362.5,17.038,-1.3085,15.7295,138,10,0.4078,-0.60084,11,11.1,20.4,20.85,2.8,1.6,Regular
365.0,377.7275,-278.252,99.4755,3112,2167,0.38392,-0.62628,10.1,10.25,22,22.55,2.85,1.5,Regular
367.5,10.9264,0.0,10.9264,92,0,0.36089,-0.65098,9.3,9.4,23.65,24.65,2.8,1.4,Regular
370.0,1115.2552,-613.8863,501.3689,9628,5026,0.33854,-0.67512,8.5,8.6,25.35,26,2.8,1.25,Regular
372.5,36.5977,-0.1181,36.4796,325,1,0.31693,-0.69755,7.8,7.9,27.15,27.95,2.5,1.15,Regular
375.0,406.0078,-321.2023,84.8055,3721,2821,0.29614,-0.71925,7.15,7.25,28.95,29.7,2.95,1.1,Regular
377.5,4.4259,0.0,4.4259,42,0,0.27625,-0.7402,6.55,6.65,30.85,32.15,2.9,1,Regular
380.0,818.9524,-897.4436,-78.4912,8081,8555,0.25783,-0.76065,5.95,6.05,32.8,33.6,3.1,0.85,Regular
382.5,12.3528,0.0,12.3528,127,0,0.24002,-0.77968,5.45,5.55,34.8,35.95,2.65,,Regular
385.0,238.1753,-236.4633,1.712,2557,2483,0.22281,-0.79835,5,5.1,36.85,37.65,3.25,0.75,Regular
390.0,765.1169,-521.9751,243.1418,9034,6131,0.19204,-0.8344,4.15,4.25,41,41.75,3.35,0.6,Regular
395.0,254.8063,-173.1193,81.687,3337,2311,0.16547,-0.8631,3.45,3.55,45.25,46.15,3.5,0.47,Regular
400.0,1295.8331,-933.6882,362.1449,18945,14383,0.14236,-0.88886,2.92,2.98,49.35,50.7,3.2,0.44,Regular
405.0,263.2397,-95.9009,167.3388,4319,1727,0.12234,-0.91037,2.44,2.48,53.8,55.25,3.1,0.33,Regular
410.0,258.0933,-162.9467,95.1466,4768,3455,0.10539,-0.92744,2.07,2.11,58.65,60.05,3.4,0.28,Regular
415.0,107.618,-69.1432,38.4748,2245,1750,0.09082,-0.94215,1.75,1.79,63.35,64.8,3.3,0.22,Regular
420.0,656.952,-78.9612,577.9908,15479,2464,0.07867,-0.95605,1.5,1.53,68.25,69.55,3.45,0.19,Regular
425.0,263.0441,-74.9335,188.1106,7005,2980,0.06827,-0.96792,1.28,1.31,72.95,74.4,3.4,0.14,Regular
430.0,131.7096,-61.731,69.9786,3950,3472,0.05984,-0.97975,1.11,1.14,77.75,79.35,3.35,0.11,Regular
435.0,61.9607,0.0,61.9607,2090,0,0.05263,-0.99106,0.97,1,82.7,84.3,3.35,0.09,Regular
440.0,193.3144,-40.3155,152.9989,7291,6543,0.04681,-0.9947,0.86,0.88,87.3,89.25,3,0.07,Regular
445.0,27.4992,0.0,27.4992,1157,0,0.04179,-0.99596,0.76,0.79,92.1,94.1,2.85,0.05,Regular
450.0,237.9446,0.0,237.9446,11089,0,0.03774,-0.99721,0.69,0.71,97.5,99,3.4,0.04,Regular
455.0,21.4215,0.0,21.4215,1102,0,0.03424,-0.99837,0.62,0.65,101.85,104.2,2.85,0.02,Regular
460.0,69.4487,0.0,69.4487,3940,0,0.03108,-0.99903,0.57,0.6,107.1,108.95,2.9,0.02,Regular
465.0,29.7256,0.0,29.7256,1841,0,0.02865,-0.99918,0.53,0.55,112,114.2,3.05,0.02,Regular
470.0,56.1011,0.0,56.1011,3782,0,0.0265,-0.99923,0.49,0.51,116.85,119.5,2.65,,Regular
475.0,42.5048,0.0,42.5048,3120,0,0.02446,-0.99927,,,,,,,Regular
480.0,61.2103,0.0,61.2103,4878,0,0.02265,-0.99931,,,,,,,Regular
485.0,17.2269,0.0,17.2269,1481,0,0.02116,-0.99935,,,,,,,Regular
490.0,53.3773,0.0,53.3773,4929,0,0.01987,-0.99939,,,,,,,Regular
495.0,36.9104,0.0,36.9104,3659,0,0.01866,-0.99942,,,,,,,Regular
500.0,145.7389,0.0,145.7389,15512,0,0.01749,-0.99946,,,,,,,Regular
505.0,23.7265,0.0,23.7265,2707,0,0.01643,-0.99949,,,,,,,Regular
510.0,11.4197,0.0,11.4197,1392,0,0.01549,-0.99951,,,,,,,Regular
515.0,7.605,0.0,7.605,990,0,0.0146,-0.99954,,,,,,,Regular
520.0,23.8285,0.0,23.8285,3315,0,0.01373,-0.99956,,,,,,,Regular
525.0,9.4206,0.0,9.4206,1402,0,0.01289,-0.99959,,,,,,,Regular
530.0,7.0881,0.0,7.0881,1127,0,0.01212,-0.99961,,,,,,,Regular
535.0,0.0,0.0,0.0,0,0,0.01154,-0.99963,,,,,,,Regular
540.0,12.2802,0.0,12.2802,2180,0,0.01102,-0.99965,,,,,,,Regular
545.0,3.667,0.0,3.667,687,0,0.01052,-0.99967,,,,,,,Regular
550.0,33.9975,0.0,33.9975,6723,0,0.01003,-0.99969,,,,,,,Regular
555.0,0.0,0.0,0.0,0,0,0.00956,-0.9997,,,,,,,Regular
560.0,5.2628,0.0,5.2628,1160,0,0.00911,-0.99972,,,,,,,Regular
565.0,0.0,0.0,0.0,0,0,0.0087,-0.99973,,,,,,,Regular
570.0,7.0928,0.0,7.0928,1731,0,0.00832,-0.99975,,,,,,,Regular
575.0,0.2962,0.0,0.2962,76,0,0.00796,-0.99976,,,,,,,Regular
580.0,7.4641,0.0,7.4641,2008,0,0.00764,-0.99977,,,,,,,Regular
585.0,0.0,0.0,0.0,0,0,0.00733,-0.99978,,,,,,,Regular
590.0,0.0,0.0,0.0,0,0,0.00703,-0.99979,,,,,,,Regular
595.0,5.8949,0.0,5.8949,1827,0,0.00673,-0.9998,,,,,,,Regular
600.0,32.8331,0.0,32.8331,10676,0,0.00645,-0.99981,,,,,,,Regular
605.0,0.0,0.0,0.0,0,0,0.00617,-0.99982,,,,,,,Regular
610.0,8.9723,0.0,8.9723,3198,0,0.00593,-0.99983,,,,,,,Regular
615.0,0.0,0.0,0.0,0,0,0.00571,-0.99984,,,,,,,Regular
620.0,0.0,0.0,0.0,0,0,0.00549,-0.99984,,,,,,,Regular
