simbolo,vencimiento,lado,ventana,fecha_medicion,dte,spot,atm_iv,em,w,banda_lo,banda_hi,pct_lado,xmed,xvalle,argmax,borde,delta_borde,k_delta_max,ata,spot_venc,cerro_mas_alla,toco
IWM,2018-11-16,PUT,2018-2025,2018-10-02,45,164.53,0.14658,8.468,2.54,159.46,162.0,43.93,409.931,,160.0,159.46,0.2758,156.48,delta,151.94,1,1
IWM,2018-11-16,CALL,2018-2025,2018-10-02,45,164.53,0.14658,8.468,2.54,168.0,170.54,29.47,2.849,0.64,170.0,170.54,0.2345,171.21,delta,151.94,0,0
IWM,2018-12-21,PUT,2018-2025,2018-11-05,46,153.88,0.21975,12.005,3.601,144.4,148.0,34.72,54.919,,145.0,144.4,0.2258,143.06,delta,128.37,1,1
IWM,2018-12-21,CALL,2018-2025,2018-11-05,46,153.88,0.21975,12.005,3.601,169.0,172.6,29.03,2.466,0.447,169.0,172.6,0.0349,163.14,banda,128.37,0,0
IWM,2019-01-18,PUT,2018-2025,2018-12-04,45,147.52,0.21487,11.13,3.339,139.66,143.0,37.84,45.07,,140.0,139.66,0.2491,137.37,delta,147.33,0,1
IWM,2019-01-18,CALL,2018-2025,2018-12-04,45,147.52,0.21487,11.13,3.339,157.0,160.34,40.13,16.877,,160.0,160.34,0.1037,156.36,banda,147.33,0,0
IWM,2019-02-15,PUT,2018-2025,2018-12-31,46,133.9,0.26853,12.765,3.829,126.17,130.0,45.65,17.263,,130.0,126.17,0.254,123.35,delta,156.22,0,0
IWM,2019-02-15,CALL,2018-2025,2018-12-31,46,133.9,0.26853,12.765,3.829,143.0,146.83,34.91,63.55,,146.0,146.83,0.1462,144.79,banda,156.22,1,1
IWM,2019-03-15,PUT,2018-2025,2019-01-29,45,146.2,0.20024,10.279,3.084,137.92,141.0,38.96,71.656,,140.0,137.92,0.2124,137.16,delta,154.76,0,0
IWM,2019-03-15,CALL,2018-2025,2019-01-29,45,146.2,0.20024,10.279,3.084,148.0,151.08,52.12,37.139,,150.0,151.08,0.3302,154.52,delta,154.76,1,1
IWM,2019-04-18,PUT,2018-2025,2019-03-04,45,156.81,0.15634,8.608,2.582,149.42,152.0,30.15,58.354,,150.0,149.42,0.2184,148.6,delta,155.64,0,1
IWM,2019-04-18,CALL,2018-2025,2019-03-04,45,156.81,0.15634,8.608,2.582,164.0,166.58,41.01,40.775,,166.0,166.58,0.076,163.22,banda,155.64,0,0
IWM,2019-05-17,PUT,2018-2025,2019-04-02,45,154.36,0.16609,9.002,2.701,149.3,152.0,26.53,81.725,,145.0,149.3,0.2799,146.28,delta,152.84,0,0
IWM,2019-05-17,CALL,2018-2025,2019-04-02,45,154.36,0.16609,9.002,2.701,158.0,160.7,44.43,82.948,,162.0,160.7,0.2225,161.16,delta,152.84,0,1
IWM,2019-06-21,PUT,2018-2025,2019-05-07,45,157.53,0.19536,10.806,3.242,149.76,153.0,45.44,90.667,,150.0,149.76,0.2426,147.55,delta,153.95,0,1
IWM,2019-06-21,CALL,2018-2025,2019-05-07,45,157.53,0.19536,10.806,3.242,160.0,163.24,38.0,18.889,,160.0,163.24,0.3038,165.97,delta,153.95,0,0
IWM,2019-07-19,PUT,2018-2025,2019-06-04,45,150.16,0.18561,9.786,2.936,144.06,147.0,40.41,424.454,0.089,145.0,144.06,0.2697,141.18,delta,153.82,0,0
IWM,2019-07-19,CALL,2018-2025,2019-06-04,45,150.16,0.18561,9.786,2.936,156.0,158.94,45.27,22.657,,157.0,158.94,0.1452,157.49,banda,153.82,0,0
IWM,2019-08-16,PUT,2018-2025,2019-07-02,45,155.15,0.15146,8.251,2.475,149.52,152.0,41.67,7929.802,,150.0,149.52,0.2494,147.68,delta,148.63,1,1
IWM,2019-08-16,CALL,2018-2025,2019-07-02,45,155.15,0.15146,8.251,2.475,159.0,161.48,47.0,432.049,,160.0,161.48,0.2008,161.5,delta,148.63,0,0
IWM,2019-09-20,PUT,2018-2025,2019-08-06,45,149.36,0.21975,11.525,3.457,143.54,147.0,46.37,12.461,,145.0,143.54,0.2926,139.3,delta,155.43,0,0
IWM,2019-09-20,CALL,2018-2025,2019-08-06,45,149.36,0.21975,11.525,3.457,160.0,163.46,43.36,9.678,,160.0,163.46,0.0529,157.8,banda,155.43,0,0
IWM,2019-10-18,PUT,2018-2025,2019-09-04,44,147.84,0.19537,10.028,3.008,142.99,146.0,45.63,147.48,,140.0,142.99,0.3119,138.33,delta,152.61,0,0
IWM,2019-10-18,CALL,2018-2025,2019-09-04,44,147.84,0.19537,10.028,3.008,155.0,158.01,48.98,21.559,,156.0,158.01,0.1011,155.15,banda,152.61,0,1
IWM,2019-11-15,PUT,2018-2025,2019-10-01,45,148.37,0.21,10.94,3.282,142.72,146.0,46.24,1472.731,0.211,145.0,142.72,0.293,138.69,delta,158.92,0,0
IWM,2019-11-15,CALL,2018-2025,2019-10-01,45,148.37,0.21,10.94,3.282,153.0,156.28,30.49,2.338,,155.0,156.28,0.2131,156.71,delta,158.92,1,1
IWM,2019-12-20,PUT,2018-2025,2019-11-05,45,159.15,0.15146,8.464,2.539,152.46,155.0,28.72,13.254,,150.0,152.46,0.2362,151.06,delta,165.97,0,0
IWM,2019-12-20,CALL,2018-2025,2019-11-05,45,159.15,0.15146,8.464,2.539,163.0,165.54,53.4,5.853,,163.0,165.54,0.198,165.49,banda,165.97,1,1
IWM,2020-01-17,PUT,2018-2025,2019-12-03,45,159.68,0.17097,9.586,2.876,147.12,150.0,29.07,13.738,,150.0,147.12,0.1401,150.37,banda,169.07,0,0
IWM,2020-01-17,CALL,2018-2025,2019-12-03,45,159.68,0.17097,9.586,2.876,163.0,165.88,54.98,18.944,,165.0,165.88,0.2416,167.02,delta,169.07,1,1
IWM,2020-02-21,PUT,2018-2025,2020-01-07,45,164.8,0.1417,8.199,2.46,157.54,160.0,29.97,290.969,0.572,160.0,157.54,0.2142,156.84,delta,167.1,0,0
IWM,2020-02-21,CALL,2018-2025,2020-01-07,45,164.8,0.1417,8.199,2.46,170.0,172.46,75.32,694.592,,172.0,172.46,0.1402,171.23,banda,167.1,0,0
IWM,2020-03-20,PUT,2018-2025,2020-02-04,45,164.77,0.16122,9.327,2.798,157.2,160.0,35.24,55.829,,158.0,157.2,0.2303,155.99,delta,101.4,1,1
IWM,2020-03-20,CALL,2018-2025,2020-02-04,45,164.77,0.16122,9.327,2.798,168.0,170.8,58.78,129.01,,170.0,170.8,0.2422,171.85,delta,101.4,0,0
IWM,2020-04-17,PUT,2018-2025,2020-03-03,45,147.95,0.30268,15.724,4.717,139.28,144.0,49.24,45.954,,140.0,139.28,0.2875,133.49,delta,122.06,1,1
IWM,2020-04-17,CALL,2018-2025,2020-03-03,45,147.95,0.30268,15.724,4.717,156.0,160.72,47.45,5.755,,157.0,160.72,0.1567,159.11,banda,122.06,0,0
IWM,2020-05-15,PUT,2018-2025,2020-03-31,45,114.46,0.50755,20.398,6.119,88.88,95.0,29.94,2.83,0.635,90.0,88.88,0.1294,96.71,banda,125.08,0,0
IWM,2020-05-15,CALL,2018-2025,2020-03-31,45,114.46,0.50755,20.398,6.119,120.0,126.12,33.69,8.955,,126.0,126.12,0.2709,129.48,delta,125.08,0,1
IWM,2020-06-19,PUT,2018-2025,2020-05-05,45,126.65,0.40511,18.015,5.405,114.6,120.0,49.81,6.355,,120.0,114.6,0.25,111.14,delta,140.99,0,0
IWM,2020-06-19,CALL,2018-2025,2020-05-05,45,126.65,0.40511,18.015,5.405,130.0,135.4,49.61,15.63,,140.0,135.4,0.3129,140.3,delta,140.99,1,1
IWM,2020-07-17,PUT,2018-2025,2020-06-02,45,141.39,0.35146,17.448,5.234,129.77,135.0,35.84,5.593,,130.0,129.77,0.2549,125.82,delta,146.59,0,0
IWM,2020-07-17,CALL,2018-2025,2020-06-02,45,141.39,0.35146,17.448,5.234,150.0,155.23,45.9,46.196,,155.0,155.23,0.1707,153.84,banda,146.59,0,0
IWM,2020-08-21,PUT,2018-2025,2020-07-07,45,140.89,0.35145,17.386,5.216,129.78,135.0,42.13,19.83,,130.0,129.78,0.259,125.53,delta,154.61,0,0
IWM,2020-08-21,CALL,2018-2025,2020-07-07,45,140.89,0.35145,17.386,5.216,145.0,150.22,46.2,53.796,,145.0,150.22,0.2879,153.81,delta,154.61,1,1
IWM,2020-09-18,PUT,2018-2025,2020-08-04,45,150.79,0.28317,14.992,4.498,137.5,142.0,26.22,10.932,,145.0,137.5,0.209,136.8,delta,153.29,0,0
IWM,2020-09-18,CALL,2018-2025,2020-08-04,45,150.79,0.28317,14.992,4.498,154.0,158.5,36.45,505.525,,155.0,158.5,0.3038,162.44,delta,153.29,0,1
IWM,2020-10-16,PUT,2018-2025,2020-09-01,45,157.21,0.28804,15.9,4.77,145.23,150.0,32.09,11.959,0.387,140.0,145.23,0.2379,142.42,delta,162.35,0,1
IWM,2020-10-16,CALL,2018-2025,2020-09-01,45,157.21,0.28804,15.9,4.77,166.0,170.77,35.72,4.615,,170.0,170.77,0.1838,169.88,banda,162.35,0,0
IWM,2020-11-20,PUT,2018-2025,2020-10-06,45,156.62,0.32219,17.718,5.315,144.68,150.0,37.45,47.558,,140.0,144.68,0.2523,141.05,delta,177.5,0,0
IWM,2020-11-20,CALL,2018-2025,2020-10-06,45,156.62,0.32219,17.718,5.315,165.0,170.32,53.43,3.939,,160.0,170.32,0.2067,170.57,delta,177.5,1,1
IWM,2020-12-18,PUT,2018-2025,2020-11-03,45,160.24,0.3417,19.225,5.768,144.23,150.0,32.74,12.574,,140.0,144.23,0.2164,142.94,delta,195.34,0,0
IWM,2020-12-18,CALL,2018-2025,2020-11-03,45,160.24,0.3417,19.225,5.768,165.0,170.77,52.71,9.164,,170.0,170.77,0.2836,174.83,delta,195.34,1,1
IWM,2021-01-15,PUT,2018-2025,2020-12-01,45,182.7,0.27341,17.539,5.262,169.74,175.0,32.83,21.301,,172.0,169.74,0.2423,166.97,delta,210.75,0,0
IWM,2021-01-15,CALL,2018-2025,2020-12-01,45,182.7,0.27341,17.539,5.262,186.0,191.26,48.77,3.207,,190.0,191.26,0.3139,196.8,delta,210.75,1,1
IWM,2021-02-19,PUT,2018-2025,2021-01-05,45,196.49,0.28317,19.536,5.861,184.14,190.0,43.33,33.186,0.177,188.0,184.14,0.2658,178.7,delta,225.19,0,0
IWM,2021-02-19,CALL,2018-2025,2021-01-05,45,196.49,0.28317,19.536,5.861,205.0,210.86,52.39,3.878,,210.0,210.86,0.2128,211.66,delta,225.19,1,1
IWM,2021-03-19,PUT,2018-2025,2021-02-02,45,213.61,0.28804,21.604,6.481,203.52,210.0,33.51,25.299,,210.0,203.52,0.3158,193.79,delta,226.94,0,0
IWM,2021-03-19,CALL,2018-2025,2021-02-02,45,213.61,0.28804,21.604,6.481,219.0,225.48,47.42,2.969,,230.0,225.48,0.2917,230.83,delta,226.94,1,1
IWM,2021-04-16,PUT,2018-2025,2021-03-02,45,221.72,0.30756,23.943,7.183,208.82,216.0,40.54,4.464,,210.0,208.82,0.2938,199.68,delta,224.65,0,1
IWM,2021-04-16,CALL,2018-2025,2021-03-02,45,221.72,0.30756,23.943,7.183,228.0,235.18,61.07,6.563,,235.0,235.18,0.2804,240.2,delta,224.65,0,0
IWM,2021-05-21,PUT,2018-2025,2021-04-06,45,224.31,0.24414,19.229,5.769,209.23,215.0,44.35,69.382,,210.0,209.23,0.2283,207.08,delta,219.97,0,0
IWM,2021-05-21,CALL,2018-2025,2021-04-06,45,224.31,0.24414,19.229,5.769,235.0,240.77,60.1,4.618,,235.0,240.77,0.1783,239.35,banda,219.97,0,0
IWM,2021-06-18,PUT,2018-2025,2021-05-04,45,223.29,0.24901,19.523,5.857,214.14,220.0,36.05,41.709,0.28,215.0,214.14,0.3165,205.1,delta,222.13,0,1
IWM,2021-06-18,CALL,2018-2025,2021-05-04,45,223.29,0.24901,19.523,5.857,235.0,240.86,45.21,4.494,,230.0,240.86,0.149,238.25,banda,222.13,0,0
IWM,2021-07-16,PUT,2018-2025,2021-06-01,45,228.06,0.20512,16.425,4.928,211.07,216.0,43.77,232.973,,212.0,211.07,0.1919,212.16,banda,214.95,0,0
IWM,2021-07-16,CALL,2018-2025,2021-06-01,45,228.06,0.20512,16.425,4.928,234.0,238.93,45.15,137.329,0.188,250.0,238.93,0.2418,240.61,delta,214.95,0,0
IWM,2021-08-20,PUT,2018-2025,2021-07-06,45,225.86,0.20512,16.267,4.88,217.12,222.0,46.27,28.801,,220.0,217.12,0.3039,210.12,delta,215.52,1,1
IWM,2021-08-20,CALL,2018-2025,2021-07-06,45,225.86,0.20512,16.267,4.88,236.0,240.88,36.44,21.455,,230.0,240.88,0.1634,238.77,banda,215.52,0,0
IWM,2021-09-17,PUT,2018-2025,2021-08-03,45,220.86,0.23439,18.176,5.453,209.55,215.0,39.44,94.329,,210.0,209.55,0.2723,203.9,delta,222.48,0,0
IWM,2021-09-17,CALL,2018-2025,2021-08-03,45,220.86,0.23439,18.176,5.453,225.0,230.45,46.53,15.346,,225.0,230.45,0.2852,234.21,delta,222.48,0,0
IWM,2021-10-15,PUT,2018-2025,2021-08-31,45,225.92,0.20024,15.884,4.765,208.23,213.0,34.02,5.061,,213.0,208.23,0.1867,209.63,banda,225.16,0,0
IWM,2021-10-15,CALL,2018-2025,2021-08-31,45,225.92,0.20024,15.884,4.765,229.0,233.77,51.44,23.603,,230.0,233.77,0.2981,238.08,delta,225.16,0,0
IWM,2021-11-19,PUT,2018-2025,2021-10-05,45,221.02,0.23926,18.568,5.57,209.43,215.0,47.42,49.112,,210.0,209.43,0.2714,204.05,delta,232.72,0,0
IWM,2021-11-19,CALL,2018-2025,2021-10-05,45,221.02,0.23926,18.568,5.57,230.0,235.57,48.99,47.618,,230.0,235.57,0.1848,235.06,banda,232.72,0,1
IWM,2021-12-17,PUT,2018-2025,2021-11-02,45,234.45,0.20024,16.484,4.945,217.05,222.0,27.7,63.322,,220.0,217.05,0.1771,218.67,banda,215.14,1,1
IWM,2021-12-17,CALL,2018-2025,2021-11-02,45,234.45,0.20024,16.484,4.945,237.0,241.95,37.03,5.689,,245.0,241.95,0.3218,247.84,delta,215.14,0,1
IWM,2022-01-21,PUT,2018-2025,2021-12-07,45,224.1,0.24414,19.211,5.763,214.24,220.0,29.82,14.66,,220.0,214.24,0.3098,204.63,delta,196.99,1,1
IWM,2022-01-21,CALL,2018-2025,2021-12-07,45,224.1,0.24414,19.211,5.763,235.0,240.76,38.56,9.801,,240.0,240.76,0.1628,239.07,banda,196.99,0,0
IWM,2022-02-18,PUT,2018-2025,2022-01-04,45,224.98,0.20024,15.818,4.745,210.25,215.0,42.28,18.319,,215.0,210.25,0.2064,209.64,delta,199.47,1,1
IWM,2022-02-18,CALL,2018-2025,2022-01-04,45,224.98,0.20024,15.818,4.745,232.0,236.75,40.85,20.936,,235.0,236.75,0.2208,237.83,delta,199.47,0,0
IWM,2022-03-18,PUT,2018-2025,2022-02-01,45,203.36,0.25877,18.478,5.543,194.46,200.0,33.73,3.083,,200.0,194.46,0.3152,185.74,delta,207.27,0,1
IWM,2022-03-18,CALL,2018-2025,2022-02-01,45,203.36,0.25877,18.478,5.543,215.0,220.54,51.81,51.669,,215.0,220.54,0.1443,216.99,banda,207.27,0,0
IWM,2022-04-14,PUT,2018-2025,2022-02-28,45,203.32,0.30268,21.608,6.482,193.52,200.0,36.32,2.631,,200.0,193.52,0.3183,183.2,delta,198.96,0,1
IWM,2022-04-14,CALL,2018-2025,2022-02-28,45,203.32,0.30268,21.608,6.482,214.0,220.48,47.62,48.663,,220.0,220.48,0.1839,219.71,banda,198.96,0,0
IWM,2022-05-20,PUT,2018-2025,2022-04-05,45,202.99,0.23926,17.053,5.116,194.88,200.0,59.87,10.777,,200.0,194.88,0.3143,187.45,delta,176.08,1,1
IWM,2022-05-20,CALL,2018-2025,2022-04-05,45,202.99,0.23926,17.053,5.116,210.0,215.12,47.4,267.528,,210.0,215.12,0.2165,215.99,delta,176.08,0,0
IWM,2022-06-17,PUT,2018-2025,2022-05-03,45,188.49,0.30755,20.355,6.106,178.89,185.0,51.09,22.591,,185.0,178.89,0.307,171.04,delta,165.18,1,1
IWM,2022-06-17,CALL,2018-2025,2022-05-03,45,188.49,0.30755,20.355,6.106,199.0,205.11,49.92,62.312,,200.0,205.11,0.1794,203.84,banda,165.18,0,0
IWM,2022-07-15,PUT,2018-2025,2022-05-31,45,185.31,0.29292,19.059,5.718,169.28,175.0,61.69,12.764,,175.0,169.28,0.2083,168.46,delta,173.09,0,1
IWM,2022-07-15,CALL,2018-2025,2022-05-31,45,185.31,0.29292,19.059,5.718,200.0,205.72,51.47,11.451,,200.0,205.72,0.1069,199.8,banda,173.09,0,0
IWM,2022-08-19,PUT,2018-2025,2022-07-05,45,172.83,0.30756,18.664,5.599,159.4,165.0,41.58,4.841,,160.0,159.4,0.2344,157.08,delta,194.65,0,0
IWM,2022-08-19,CALL,2018-2025,2022-07-05,45,172.83,0.30756,18.664,5.599,178.0,183.6,34.22,11.958,,180.0,183.6,0.2833,187.71,delta,194.65,1,1
IWM,2022-09-16,PUT,2018-2025,2022-08-02,45,187.0,0.26365,17.311,5.193,164.81,170.0,45.05,7.976,,170.0,164.81,0.1308,171.67,banda,178.99,0,0
IWM,2022-09-16,CALL,2018-2025,2022-08-02,45,187.0,0.26365,17.311,5.193,190.0,195.19,44.93,83.546,,190.0,195.19,0.3321,201.36,delta,178.99,0,1
IWM,2022-10-21,PUT,2018-2025,2022-09-06,45,178.31,0.28804,18.034,5.41,169.59,175.0,53.69,607.947,,175.0,169.59,0.3019,163.02,delta,172.7,0,1
IWM,2022-10-21,CALL,2018-2025,2022-09-06,45,178.31,0.28804,18.034,5.41,185.0,190.41,40.2,3.714,,190.0,190.41,0.2502,193.13,delta,172.7,0,0
IWM,2022-11-18,PUT,2018-2025,2022-10-04,45,176.0,0.31731,19.609,5.883,164.12,170.0,44.0,42.706,,160.0,164.12,0.2568,159.87,delta,183.72,0,1
IWM,2022-11-18,CALL,2018-2025,2022-10-04,45,176.0,0.31731,19.609,5.883,185.0,190.88,54.08,50.024,,190.0,190.88,0.2298,192.74,delta,183.72,0,0
IWM,2022-12-16,PUT,2018-2025,2022-11-01,45,183.58,0.2978,19.196,5.759,169.24,175.0,36.89,2636.813,,180.0,169.24,0.2123,167.99,delta,174.37,0,0
IWM,2022-12-16,CALL,2018-2025,2022-11-01,45,183.58,0.2978,19.196,5.759,195.0,200.76,46.77,354.76,,200.0,200.76,0.1957,200.44,banda,174.37,0,0
IWM,2023-01-20,PUT,2018-2025,2022-12-06,45,180.07,0.24901,15.744,4.723,172.28,177.0,43.06,23.996,,175.0,172.28,0.2912,167.01,delta,185.04,0,1
IWM,2023-01-20,CALL,2018-2025,2022-12-06,45,180.07,0.24901,15.744,4.723,186.0,190.72,39.12,204.703,,190.0,190.72,0.2595,193.64,delta,185.04,0,0
IWM,2023-02-17,PUT,2018-2025,2023-01-03,45,173.4,0.25877,15.755,4.727,165.27,170.0,55.42,641.04,,170.0,165.27,0.2761,160.92,delta,193.13,0,0
IWM,2023-02-17,CALL,2018-2025,2023-01-03,45,173.4,0.25877,15.755,4.727,186.0,190.73,31.93,8.419,,190.0,190.73,0.1301,187.17,banda,193.13,1,1
IWM,2023-03-17,PUT,2018-2025,2023-01-31,45,191.48,0.21975,14.774,4.432,173.57,178.0,34.77,6.437,,175.0,173.57,0.1295,179.13,banda,171.23,1,1
IWM,2023-03-17,CALL,2018-2025,2023-01-31,45,191.48,0.21975,14.774,4.432,194.0,198.43,50.93,333.605,,195.0,198.43,0.3461,204.11,delta,171.23,0,1
IWM,2023-04-21,PUT,2018-2025,2023-03-07,45,186.51,0.21975,14.391,4.317,177.68,182.0,59.73,21.496,,180.0,177.68,0.2489,174.92,delta,177.56,1,1
IWM,2023-04-21,CALL,2018-2025,2023-03-07,45,186.51,0.21975,14.391,4.317,190.0,194.32,44.01,16.051,,200.0,194.32,0.3103,198.87,delta,177.56,0,0
IWM,2023-05-19,PUT,2018-2025,2023-04-04,45,175.35,0.23439,14.431,4.329,165.67,170.0,39.77,12.247,,170.0,165.67,0.2382,163.24,delta,176.11,0,0
IWM,2023-05-19,CALL,2018-2025,2023-04-04,45,175.35,0.23439,14.431,4.329,178.0,182.33,43.09,20.21,0.501,180.0,182.33,0.3404,187.62,delta,176.11,0,0
IWM,2023-06-16,PUT,2018-2025,2023-05-02,45,171.7,0.21975,13.249,3.975,164.03,168.0,55.58,31.08,0.343,165.0,164.03,0.2695,159.85,delta,185.94,0,0
IWM,2023-06-16,CALL,2018-2025,2023-05-02,45,171.7,0.21975,13.249,3.975,178.0,181.97,38.44,79.646,,180.0,181.97,0.2011,182.0,delta,185.94,1,1
IWM,2023-07-21,PUT,2018-2025,2023-06-06,45,184.31,0.18561,12.012,3.603,169.4,173.0,47.24,16.745,,170.0,169.4,0.1276,174.32,banda,194.46,0,0
IWM,2023-07-21,CALL,2018-2025,2023-06-06,45,184.31,0.18561,12.012,3.603,187.0,190.6,58.73,43.061,,190.0,190.6,0.3356,195.44,delta,194.46,1,1
IWM,2023-08-18,PUT,2018-2025,2023-07-03,46,187.65,0.17585,11.714,3.514,174.49,178.0,43.4,814.488,,180.0,174.49,0.1361,178.63,banda,184.65,0,0
IWM,2023-08-18,CALL,2018-2025,2023-07-03,46,187.65,0.17585,11.714,3.514,190.0,193.51,44.85,1325.313,,190.0,193.51,0.3554,198.69,delta,184.65,0,1
IWM,2023-09-15,PUT,2018-2025,2023-08-01,45,197.8,0.18073,12.552,3.766,186.23,190.0,33.18,19.698,,190.0,186.23,0.1729,187.63,banda,183.61,1,1
IWM,2023-09-15,CALL,2018-2025,2023-08-01,45,197.8,0.18073,12.552,3.766,202.0,205.77,40.98,544.422,,205.0,205.77,0.2902,209.16,delta,183.61,0,0
IWM,2023-10-20,PUT,2018-2025,2023-09-05,45,186.83,0.16609,10.896,3.269,179.73,183.0,47.5,84.278,,181.0,179.73,0.2485,177.22,delta,166.44,1,1
IWM,2023-10-20,CALL,2018-2025,2023-09-05,45,186.83,0.16609,10.896,3.269,190.0,193.27,45.3,335.566,,190.0,193.27,0.3133,196.95,delta,166.44,0,0
IWM,2023-11-17,PUT,2018-2025,2023-10-03,45,171.14,0.21975,13.205,3.962,165.04,169.0,72.94,95.016,,168.0,165.04,0.2901,160.65,delta,178.29,0,1
IWM,2023-11-17,CALL,2018-2025,2023-10-03,45,171.14,0.21975,13.205,3.962,175.0,178.96,33.37,48.88,0.406,175.0,178.96,0.3061,182.66,delta,178.29,0,1
IWM,2023-12-15,PUT,2018-2025,2023-10-31,45,164.52,0.21487,12.413,3.724,156.28,160.0,42.86,15.664,,160.0,156.28,0.2322,154.73,delta,197.04,0,0
IWM,2023-12-15,CALL,2018-2025,2023-10-31,45,164.52,0.21487,12.413,3.724,175.0,178.72,28.85,100.678,,175.0,178.72,0.1213,175.38,banda,197.04,1,1
IWM,2024-01-19,PUT,2018-2025,2023-12-05,45,184.39,0.18561,12.017,3.605,169.39,173.0,30.62,20.31,,170.0,169.39,0.1203,174.83,banda,192.43,0,0
IWM,2024-01-19,CALL,2018-2025,2023-12-05,45,184.39,0.18561,12.017,3.605,190.0,193.61,43.64,11325.515,,190.0,193.61,0.2635,196.19,delta,192.43,0,1
IWM,2024-02-16,PUT,2018-2025,2024-01-02,45,199.52,0.20512,14.37,4.311,189.69,194.0,56.47,326.151,,190.0,189.69,0.221,188.27,delta,201.66,0,1
IWM,2024-02-16,CALL,2018-2025,2024-01-02,45,199.52,0.20512,14.37,4.311,206.0,210.31,36.12,6.164,,210.0,210.31,0.2676,213.61,delta,201.66,0,0
IWM,2024-03-15,PUT,2018-2025,2024-01-30,45,197.71,0.20999,14.578,4.373,185.63,190.0,30.83,13.835,,190.0,185.63,0.1735,187.05,banda,202.41,0,0
IWM,2024-03-15,CALL,2018-2025,2024-01-30,45,197.71,0.20999,14.578,4.373,200.0,204.37,40.67,19.737,,200.0,204.37,0.3772,212.6,delta,202.41,0,1
IWM,2024-04-19,PUT,2018-2025,2024-03-05,45,203.73,0.21487,15.371,4.611,191.39,196.0,38.41,17.2,,196.0,191.39,0.1939,191.75,banda,193.14,0,1
IWM,2024-04-19,CALL,2018-2025,2024-03-05,45,203.73,0.21487,15.371,4.611,211.0,215.61,46.65,15.755,,215.0,215.61,0.2603,218.8,delta,193.14,0,0
IWM,2024-05-17,PUT,2018-2025,2024-04-02,45,204.49,0.20512,14.728,4.418,193.58,198.0,42.98,54.863,,198.0,193.58,0.2022,193.46,delta,208.08,0,1
IWM,2024-05-17,CALL,2018-2025,2024-04-02,45,204.49,0.20512,14.728,4.418,207.0,211.42,37.85,5.411,,210.0,211.42,0.365,218.93,delta,208.08,0,0
IWM,2024-06-21,PUT,2018-2025,2024-05-07,45,204.97,0.19537,14.06,4.218,191.78,196.0,38.03,35.461,,200.0,191.78,0.1622,193.92,banda,200.35,0,0
IWM,2024-06-21,CALL,2018-2025,2024-05-07,45,204.97,0.19537,14.06,4.218,209.0,213.22,33.95,3.988,,210.0,213.22,0.3134,218.08,delta,200.35,0,0
IWM,2024-07-19,PUT,2018-2025,2024-06-04,45,201.97,0.18073,12.816,3.845,191.16,195.0,51.5,194.373,,195.0,191.16,0.1916,191.58,banda,216.84,0,0
IWM,2024-07-19,CALL,2018-2025,2024-06-04,45,201.97,0.18073,12.816,3.845,214.0,217.84,30.85,3.209,,215.0,217.84,0.1313,214.23,banda,216.84,0,1
IWM,2024-08-16,PUT,2018-2025,2024-07-02,45,201.88,0.17097,12.119,3.636,189.36,193.0,39.31,161.413,,192.0,189.36,0.1455,192.51,banda,212.6,0,0
IWM,2024-08-16,CALL,2018-2025,2024-07-02,45,201.88,0.17097,12.119,3.636,208.0,211.64,50.85,14.69,,210.0,211.64,0.2455,213.48,delta,212.6,1,1
IWM,2024-09-20,PUT,2018-2025,2024-08-06,45,204.4,0.30268,21.723,6.517,188.48,195.0,39.9,4.46,,200.0,188.48,0.2119,187.18,delta,221.57,0,0
IWM,2024-09-20,CALL,2018-2025,2024-08-06,45,204.4,0.30268,21.723,6.517,214.0,220.52,33.83,4.512,,210.0,220.52,0.241,223.02,delta,221.57,1,1
IWM,2024-10-18,PUT,2018-2025,2024-09-03,45,213.35,0.22951,17.193,5.158,204.84,210.0,54.46,20.985,,210.0,204.84,0.2859,199.25,delta,225.65,0,1
IWM,2024-10-18,CALL,2018-2025,2024-09-03,45,213.35,0.22951,17.193,5.158,220.0,225.16,45.26,4.919,,220.0,225.16,0.2728,229.13,delta,225.65,1,1
IWM,2024-11-15,PUT,2018-2025,2024-10-01,45,217.89,0.24902,19.052,5.715,206.28,212.0,43.03,28.333,0.414,210.0,206.28,0.2515,202.33,delta,228.48,0,0
IWM,2024-11-15,CALL,2018-2025,2024-10-01,45,217.89,0.24902,19.052,5.715,225.0,230.72,56.43,5.342,,230.0,230.72,0.2758,235.34,delta,228.48,0,1
IWM,2024-12-20,PUT,2018-2025,2024-11-05,45,224.23,0.25877,20.374,6.112,204.89,211.0,34.55,16.17,,210.0,204.89,0.1592,208.47,banda,221.92,0,0
IWM,2024-12-20,CALL,2018-2025,2024-11-05,45,224.23,0.25877,20.374,6.112,229.0,235.11,42.14,30.596,,230.0,235.11,0.3337,243.82,delta,221.92,0,1
IWM,2025-01-17,PUT,2018-2025,2024-12-03,45,240.03,0.20511,17.287,5.186,224.81,230.0,39.3,40.309,,230.0,224.81,0.1871,225.7,banda,225.46,0,1
IWM,2025-01-17,CALL,2018-2025,2024-12-03,45,240.03,0.20511,17.287,5.186,245.0,250.19,57.51,13.345,,250.0,250.19,0.308,255.94,delta,225.46,0,0
