simbolo,vencimiento,lado,ventana,fecha_medicion,dte,spot,atm_iv,em,w,banda_lo,banda_hi,pct_lado,xmed,xvalle,argmax,borde,delta_borde,k_delta_max,ata,spot_venc,cerro_mas_alla,toco
SPY,2019-04-18,CALL,2018-2025,2019-03-04,45,279.4,0.12219,11.987,2.397,284.0,286.4,45.13,9.968,,285.0,286.4,0.2327,287.33,delta,290.02,1,1
SPY,2019-05-17,PUT,2018-2025,2019-04-02,45,285.97,0.11732,11.78,2.356,279.64,282.0,17.06,404.465,0.585,280.0,279.64,0.2967,274.65,delta,285.84,0,0
SPY,2019-05-17,CALL,2018-2025,2019-04-02,45,285.97,0.11732,11.78,2.356,288.0,290.36,33.3,36.128,,290.0,290.36,0.374,294.96,delta,285.84,0,1
SPY,2019-06-21,PUT,2018-2025,2019-05-07,45,287.93,0.17097,17.285,3.457,276.54,280.0,20.27,22.285,,280.0,276.54,0.2617,271.43,delta,294.0,0,1
SPY,2019-06-21,CALL,2018-2025,2019-05-07,45,287.93,0.17097,17.285,3.457,297.0,300.46,32.69,8.896,,300.0,300.46,0.1837,299.83,banda,294.0,0,0
SPY,2019-07-19,PUT,2018-2025,2019-06-04,45,280.53,0.15146,14.919,2.984,274.02,277.0,24.09,220.911,0.439,275.0,274.02,0.327,265.84,delta,297.17,0,0
SPY,2019-07-19,CALL,2018-2025,2019-06-04,45,280.53,0.15146,14.919,2.984,285.0,287.98,26.22,17.668,,285.0,287.98,0.3011,291.09,delta,297.17,1,1
SPY,2019-08-16,PUT,2018-2025,2019-07-02,45,296.43,0.11244,11.703,2.341,284.66,287.0,19.97,204.051,,285.0,284.66,0.1994,284.69,banda,288.85,0,1
SPY,2019-08-16,CALL,2018-2025,2019-07-02,45,296.43,0.11244,11.703,2.341,300.0,302.34,36.98,4.677,,300.0,302.34,0.3207,305.76,delta,288.85,0,0
SPY,2019-09-20,PUT,2018-2025,2019-08-06,45,287.8,0.18073,18.263,3.653,281.35,285.0,24.83,62.934,,280.0,281.35,0.352,269.81,delta,298.28,0,0
SPY,2019-09-20,CALL,2018-2025,2019-08-06,45,287.8,0.18073,18.263,3.653,298.0,301.65,31.58,15.165,,300.0,301.65,0.1557,300.18,banda,298.28,0,1
SPY,2019-10-18,PUT,2018-2025,2019-09-04,44,294.04,0.15146,15.463,3.093,279.91,283.0,19.04,66.459,,280.0,279.91,0.2275,277.26,delta,297.97,0,0
SPY,2019-10-18,CALL,2018-2025,2019-09-04,44,294.04,0.15146,15.463,3.093,300.0,303.09,33.93,4.531,,300.0,303.09,0.2427,303.98,delta,297.97,0,0
SPY,2019-11-15,PUT,2018-2025,2019-10-01,45,293.24,0.17097,17.604,3.521,286.48,290.0,29.34,85.141,,290.0,286.48,0.3384,276.26,delta,311.79,0,1
SPY,2019-11-15,CALL,2018-2025,2019-10-01,45,293.24,0.17097,17.604,3.521,300.0,303.52,32.97,6.788,,300.0,303.52,0.2514,305.01,delta,311.79,1,1
SPY,2019-12-20,PUT,2018-2025,2019-11-05,45,307.03,0.12219,13.173,2.635,287.37,290.0,14.16,47.013,0.358,290.0,287.37,0.1346,292.99,banda,320.73,0,0
SPY,2019-12-20,CALL,2018-2025,2019-11-05,45,307.03,0.12219,13.173,2.635,310.0,312.63,48.28,14.297,0.133,310.0,312.63,0.3336,316.66,delta,320.73,1,1
SPY,2020-01-17,PUT,2018-2025,2019-12-03,45,309.55,0.1417,15.402,3.08,299.92,303.0,24.0,88.528,,302.0,299.92,0.2885,293.04,delta,331.95,0,0
SPY,2020-01-17,CALL,2018-2025,2019-12-03,45,309.55,0.1417,15.402,3.08,312.0,315.08,47.78,10.372,,315.0,315.08,0.3505,319.91,delta,331.95,1,1
SPY,2020-02-21,PUT,2018-2025,2020-01-07,45,322.73,0.12219,13.846,2.769,317.23,320.0,20.7,92.082,0.228,320.0,317.23,0.3394,308.79,delta,333.48,0,0
SPY,2020-02-21,CALL,2018-2025,2020-01-07,45,322.73,0.12219,13.846,2.769,330.0,332.77,40.91,8.712,,330.0,332.77,0.194,332.54,banda,333.48,1,1
SPY,2020-03-20,PUT,2018-2025,2020-02-04,45,329.06,0.14658,16.936,3.387,311.61,315.0,18.91,21.833,,320.0,311.61,0.1902,312.35,banda,228.8,1,1
SPY,2020-03-20,CALL,2018-2025,2020-02-04,45,329.06,0.14658,16.936,3.387,332.0,335.39,40.34,11.137,,335.0,335.39,0.3533,341.05,delta,228.8,0,1
SPY,2020-04-17,PUT,2018-2025,2020-03-03,45,300.24,0.30268,31.908,6.382,283.62,290.0,36.61,113.072,,290.0,283.62,0.2969,270.25,delta,286.64,0,1
SPY,2020-04-17,CALL,2018-2025,2020-03-03,45,300.24,0.30268,31.908,6.382,319.0,325.38,28.38,3.134,0.406,320.0,325.38,0.14,321.48,banda,286.64,0,0
SPY,2020-05-15,PUT,2018-2025,2020-03-31,45,257.75,0.43926,39.753,7.951,214.05,222.0,16.06,3.807,0.408,250.0,214.05,0.1648,221.39,banda,286.28,0,0
SPY,2020-05-15,CALL,2018-2025,2020-03-31,45,257.75,0.43926,39.753,7.951,265.0,272.95,26.95,9.955,,280.0,272.95,0.3519,284.94,delta,286.28,1,1
SPY,2020-06-19,PUT,2018-2025,2020-05-05,45,286.19,0.30268,30.415,6.083,273.92,280.0,26.55,13.546,,280.0,273.92,0.3397,257.11,delta,308.64,0,1
SPY,2020-06-19,CALL,2018-2025,2020-05-05,45,286.19,0.30268,30.415,6.083,294.0,300.08,45.23,18.437,,300.0,300.08,0.301,306.33,delta,308.64,1,1
SPY,2020-07-17,PUT,2018-2025,2020-06-02,45,308.08,0.21975,23.771,4.754,287.25,292.0,17.2,14.823,0.294,290.0,287.25,0.235,282.93,delta,321.72,0,0
SPY,2020-07-17,CALL,2018-2025,2020-06-02,45,308.08,0.21975,23.771,4.754,318.0,322.75,33.97,22.767,,320.0,322.75,0.2285,324.66,delta,321.72,0,1
SPY,2020-08-21,PUT,2018-2025,2020-07-07,45,313.78,0.24902,27.436,5.487,299.51,305.0,23.06,7.577,0.441,300.0,299.51,0.3044,286.79,delta,339.48,0,0
SPY,2020-08-21,CALL,2018-2025,2020-07-07,45,313.78,0.24902,27.436,5.487,330.0,335.49,33.46,6.47,,320.0,335.49,0.1673,333.37,banda,339.48,1,1
SPY,2020-09-18,PUT,2018-2025,2020-08-04,45,330.06,0.20024,23.206,4.641,309.36,314.0,18.56,18.439,0.465,310.0,309.36,0.2311,305.49,delta,330.65,0,0
SPY,2020-09-18,CALL,2018-2025,2020-08-04,45,330.06,0.20024,23.206,4.641,336.0,340.64,30.05,14.599,0.283,340.0,340.64,0.3109,346.77,delta,330.65,0,1
SPY,2020-10-16,PUT,2018-2025,2020-09-01,45,352.6,0.20024,24.791,4.958,317.04,322.0,14.07,13.942,0.572,320.0,317.04,0.1561,325.52,banda,347.29,0,0
SPY,2020-10-16,CALL,2018-2025,2020-09-01,45,352.6,0.20024,24.791,4.958,359.0,363.96,28.05,5.069,,365.0,363.96,0.3099,371.27,delta,347.29,0,0
SPY,2020-11-20,PUT,2018-2025,2020-10-06,45,334.93,0.26853,31.58,6.316,314.68,321.0,28.55,38.041,0.203,315.0,314.68,0.2688,305.36,delta,355.33,0,0
SPY,2020-11-20,CALL,2018-2025,2020-10-06,45,334.93,0.26853,31.58,6.316,344.0,350.32,41.39,9.164,,350.0,350.32,0.3031,358.24,delta,355.33,1,1
SPY,2020-12-18,PUT,2018-2025,2020-11-03,45,336.03,0.28804,33.985,6.797,319.2,326.0,20.03,20.22,0.185,320.0,319.2,0.3142,302.63,delta,369.18,0,0
SPY,2020-12-18,CALL,2018-2025,2020-11-03,45,336.03,0.28804,33.985,6.797,359.0,365.8,38.25,22.359,0.408,363.0,365.8,0.1329,359.69,banda,369.18,1,1
SPY,2021-01-15,PUT,2018-2025,2020-12-01,45,366.02,0.18561,23.854,4.771,339.23,344.0,15.04,24.452,0.467,340.0,339.23,0.1867,341.39,banda,375.7,0,0
SPY,2021-01-15,CALL,2018-2025,2020-12-01,45,366.02,0.18561,23.854,4.771,370.0,374.77,36.64,19.724,0.398,370.0,374.77,0.3494,383.36,delta,375.7,1,1
SPY,2021-02-19,PUT,2018-2025,2021-01-05,45,371.33,0.20024,26.108,5.222,349.78,355.0,21.06,9.279,,350.0,349.78,0.2405,344.57,delta,390.03,0,0
SPY,2021-02-19,CALL,2018-2025,2021-01-05,45,371.33,0.20024,26.108,5.222,380.0,385.22,67.84,34.029,0.106,380.0,385.22,0.2781,390.12,delta,390.03,1,1
SPY,2021-03-19,PUT,2018-2025,2021-02-02,45,381.55,0.21,28.134,5.627,359.37,365.0,22.54,65.835,,360.0,359.37,0.2472,352.25,delta,389.48,0,0
SPY,2021-03-19,CALL,2018-2025,2021-02-02,45,381.55,0.21,28.134,5.627,395.0,400.63,47.07,11.691,,397.0,400.63,0.2174,402.09,delta,389.48,0,0
SPY,2021-04-16,PUT,2018-2025,2021-03-02,45,386.54,0.19049,25.853,5.171,369.83,375.0,25.19,11.679,,370.0,369.83,0.2911,357.76,delta,417.26,0,0
SPY,2021-04-16,CALL,2018-2025,2021-03-02,45,386.54,0.19049,25.853,5.171,405.0,410.17,53.84,18.543,,410.0,410.17,0.1384,404.84,banda,417.26,1,1
SPY,2021-05-21,PUT,2018-2025,2021-04-06,45,406.12,0.1417,20.206,4.041,389.96,394.0,18.76,30.633,,385.0,389.96,0.2505,383.76,delta,414.94,0,0
SPY,2021-05-21,CALL,2018-2025,2021-04-06,45,406.12,0.1417,20.206,4.041,420.0,424.04,26.73,2.589,0.719,420.0,424.04,0.1628,421.48,banda,414.94,0,0
SPY,2021-06-18,PUT,2018-2025,2021-05-04,45,415.62,0.16121,23.527,4.705,389.29,394.0,16.78,17.387,,400.0,389.29,0.1968,389.66,banda,414.92,0,0
SPY,2021-06-18,CALL,2018-2025,2021-05-04,45,415.62,0.16121,23.527,4.705,426.0,430.71,28.18,5.505,,430.0,430.71,0.2283,432.27,delta,414.92,0,0
SPY,2021-07-16,PUT,2018-2025,2021-06-01,45,419.67,0.13683,20.162,4.032,411.97,416.0,20.59,33.392,0.378,400.0,411.97,0.3608,396.56,delta,431.34,0,0
SPY,2021-07-16,CALL,2018-2025,2021-06-01,45,419.67,0.13683,20.162,4.032,423.0,427.03,43.43,34.805,,425.0,427.03,0.3377,434.09,delta,431.34,1,1
SPY,2021-08-20,PUT,2018-2025,2021-07-06,45,432.93,0.12219,18.574,3.715,397.29,401.0,11.13,13.587,0.365,400.0,397.29,0.1215,411.29,banda,443.36,0,0
SPY,2021-08-20,CALL,2018-2025,2021-07-06,45,432.93,0.12219,18.574,3.715,437.0,440.71,47.03,191.722,,440.0,440.71,0.3225,446.62,delta,443.36,1,1
SPY,2021-09-17,PUT,2018-2025,2021-08-03,45,441.15,0.14171,21.95,4.39,418.61,423.0,15.92,26.72,0.511,420.0,418.61,0.2169,415.78,delta,441.4,0,0
SPY,2021-09-17,CALL,2018-2025,2021-08-03,45,441.15,0.14171,21.95,4.39,450.0,454.39,56.82,177.894,,450.0,454.39,0.2123,455.1,delta,441.4,0,0
SPY,2021-10-15,PUT,2018-2025,2021-08-31,45,451.56,0.12219,19.374,3.875,443.13,447.0,18.88,42.626,0.265,445.0,443.13,0.351,427.83,delta,445.87,0,1
SPY,2021-10-15,CALL,2018-2025,2021-08-31,45,451.56,0.12219,19.374,3.875,457.0,460.87,35.19,17.343,0.293,460.0,460.87,0.2925,464.42,delta,445.87,0,0
SPY,2021-11-19,PUT,2018-2025,2021-10-05,45,433.1,0.18073,27.484,5.497,414.5,420.0,23.59,23.199,,415.0,414.5,0.2714,405.0,delta,468.89,0,0
SPY,2021-11-19,CALL,2018-2025,2021-10-05,45,433.1,0.18073,27.484,5.497,445.0,450.5,31.43,23.352,,460.0,450.5,0.2223,451.51,delta,468.89,1,1
SPY,2021-12-17,PUT,2018-2025,2021-11-02,45,461.9,0.13683,22.191,4.438,443.56,448.0,15.21,46.524,,445.0,443.56,0.2509,436.48,delta,459.87,0,0
SPY,2021-12-17,CALL,2018-2025,2021-11-02,45,461.9,0.13683,22.191,4.438,469.0,473.44,35.62,21.286,,475.0,473.44,0.2645,476.49,delta,459.87,0,1
SPY,2022-01-21,PUT,2018-2025,2021-12-07,45,468.28,0.16609,27.31,5.462,439.54,445.0,14.4,13.571,,450.0,439.54,0.2127,437.9,delta,437.98,1,1
SPY,2022-01-21,CALL,2018-2025,2021-12-07,45,468.28,0.16609,27.31,5.462,475.0,480.46,40.38,47.118,,480.0,480.46,0.2984,487.48,delta,437.98,0,0
SPY,2022-02-18,PUT,2018-2025,2022-01-04,45,477.55,0.13195,22.125,4.425,450.57,455.0,17.16,18.484,0.496,454.0,450.57,0.1939,452.46,banda,434.23,1,1
SPY,2022-02-18,CALL,2018-2025,2022-01-04,45,477.55,0.13195,22.125,4.425,486.0,490.43,34.85,29.733,,490.0,490.43,0.2574,494.12,delta,434.23,0,0
SPY,2022-03-18,PUT,2018-2025,2022-02-01,45,452.95,0.18561,29.519,5.904,434.1,440.0,16.65,10.99,,440.0,434.1,0.2846,422.47,delta,444.52,0,1
SPY,2022-03-18,CALL,2018-2025,2022-02-01,45,452.95,0.18561,29.519,5.904,465.0,470.9,33.86,33.387,,470.0,470.9,0.2412,474.41,delta,444.52,0,0
SPY,2022-04-14,PUT,2018-2025,2022-02-28,45,436.63,0.23927,36.682,7.336,418.66,426.0,17.83,2.864,0.425,350.0,418.66,0.3173,400.06,delta,437.79,0,1
SPY,2022-04-14,CALL,2018-2025,2022-02-28,45,436.63,0.23927,36.682,7.336,450.0,457.34,26.36,12.75,,465.0,457.34,0.2554,461.81,delta,437.79,0,1
SPY,2022-05-20,PUT,2018-2025,2022-04-05,45,451.03,0.17585,27.849,5.57,429.43,435.0,18.88,6.145,,420.0,429.43,0.2483,421.9,delta,389.63,1,1
SPY,2022-05-20,CALL,2018-2025,2022-04-05,45,451.03,0.17585,27.849,5.57,460.0,465.57,33.06,122.099,,470.0,465.57,0.287,471.09,delta,389.63,0,0
SPY,2022-06-17,PUT,2018-2025,2022-05-03,45,416.38,0.25877,37.832,7.566,392.43,400.0,25.69,25.541,,400.0,392.43,0.2668,381.62,delta,365.86,1,1
SPY,2022-06-17,CALL,2018-2025,2022-05-03,45,416.38,0.25877,37.832,7.566,443.0,450.57,20.9,11.353,0.711,450.0,450.57,0.1271,443.59,banda,365.86,0,0
SPY,2022-07-15,PUT,2018-2025,2022-05-31,45,412.93,0.23439,33.983,6.797,389.2,396.0,23.12,6.799,,400.0,389.2,0.258,380.6,delta,385.13,1,1
SPY,2022-07-15,CALL,2018-2025,2022-05-31,45,412.93,0.23439,33.983,6.797,430.0,436.8,30.75,15.951,,435.0,436.8,0.2144,438.27,delta,385.13,0,0
SPY,2022-08-19,PUT,2018-2025,2022-07-05,45,381.96,0.25389,34.051,6.81,354.19,361.0,27.09,9.005,0.423,360.0,354.19,0.214,352.38,delta,422.14,0,0
SPY,2022-08-19,CALL,2018-2025,2022-07-05,45,381.96,0.25389,34.051,6.81,389.0,395.81,22.66,31.675,,400.0,395.81,0.3468,408.32,delta,422.14,1,1
SPY,2022-09-16,PUT,2018-2025,2022-08-02,45,408.06,0.21975,31.486,6.297,384.7,391.0,20.74,12.388,0.524,400.0,384.7,0.2411,378.73,delta,385.56,0,1
SPY,2022-09-16,CALL,2018-2025,2022-08-02,45,408.06,0.21975,31.486,6.297,419.0,425.3,36.88,146.382,,420.0,425.3,0.2827,432.56,delta,385.56,0,1
SPY,2022-10-21,PUT,2018-2025,2022-09-06,45,390.76,0.23926,32.828,6.566,368.43,375.0,27.98,17.08,,375.0,368.43,0.2544,360.84,delta,374.29,0,1
SPY,2022-10-21,CALL,2018-2025,2022-09-06,45,390.76,0.23926,32.828,6.566,414.0,420.57,33.81,17.037,,420.0,420.57,0.1533,415.51,banda,374.29,0,0
SPY,2022-11-18,PUT,2018-2025,2022-10-04,45,377.97,0.25877,34.342,6.868,353.13,360.0,31.12,7.521,,360.0,353.13,0.2301,348.46,delta,396.03,0,1
SPY,2022-11-18,CALL,2018-2025,2022-10-04,45,377.97,0.25877,34.342,6.868,384.0,390.87,24.75,13.154,,420.0,390.87,0.3774,407.15,delta,396.03,1,1
SPY,2022-12-16,PUT,2018-2025,2022-11-01,45,384.52,0.25877,34.938,6.988,363.01,370.0,27.71,11.223,,370.0,363.01,0.2493,356.3,delta,383.27,0,0
SPY,2022-12-16,CALL,2018-2025,2022-11-01,45,384.52,0.25877,34.938,6.988,395.0,401.99,27.54,25.156,,400.0,401.99,0.3214,413.61,delta,383.27,0,1
SPY,2023-01-20,PUT,2018-2025,2022-12-06,45,393.83,0.21487,29.714,5.943,379.06,385.0,37.57,34.059,0.137,380.0,379.06,0.29,369.03,delta,395.88,0,1
SPY,2023-01-20,CALL,2018-2025,2022-12-06,45,393.83,0.21487,29.714,5.943,410.0,415.94,36.3,250.592,,415.0,415.94,0.2252,417.54,delta,395.88,0,0
SPY,2023-02-17,PUT,2018-2025,2023-01-03,45,380.82,0.22463,30.036,6.007,359.99,366.0,31.15,16.072,,375.0,359.99,0.2272,357.06,delta,407.26,0,0
SPY,2023-02-17,CALL,2018-2025,2023-01-03,45,380.82,0.22463,30.036,6.007,394.0,400.01,21.64,8.367,,410.0,400.01,0.2782,405.94,delta,407.26,1,1
SPY,2023-03-17,PUT,2018-2025,2023-01-31,45,406.48,0.18073,25.794,5.159,379.84,385.0,22.05,21.722,0.493,380.0,379.84,0.1717,384.1,banda,389.99,0,0
SPY,2023-03-17,CALL,2018-2025,2023-01-31,45,406.48,0.18073,25.794,5.159,415.0,420.16,39.23,172.501,,420.0,420.16,0.3102,427.97,delta,389.99,0,0
SPY,2023-04-21,PUT,2018-2025,2023-03-07,45,398.27,0.18561,25.955,5.191,384.81,390.0,30.79,21.152,,390.0,384.81,0.2811,376.45,delta,412.2,0,1
SPY,2023-04-21,CALL,2018-2025,2023-03-07,45,398.27,0.18561,25.955,5.191,405.0,410.19,30.24,70.154,0.543,405.0,410.19,0.3471,419.45,delta,412.2,1,1
SPY,2023-05-19,PUT,2018-2025,2023-04-04,45,408.67,0.17097,24.533,4.907,386.09,391.0,20.83,6.75,0.517,400.0,386.09,0.1872,387.42,banda,418.62,0,0
SPY,2023-05-19,CALL,2018-2025,2023-04-04,45,408.67,0.17097,24.533,4.907,415.0,419.91,26.41,58.997,,415.0,419.91,0.356,429.24,delta,418.62,0,1
SPY,2023-06-16,PUT,2018-2025,2023-05-02,45,410.84,0.16609,23.96,4.792,395.21,400.0,19.5,25.711,,400.0,395.21,0.2509,388.46,delta,439.46,0,0
SPY,2023-06-16,CALL,2018-2025,2023-05-02,45,410.84,0.16609,23.96,4.792,416.0,420.79,30.76,1746.244,0.599,420.0,420.79,0.3596,428.89,delta,439.46,1,1
SPY,2023-07-21,PUT,2018-2025,2023-06-06,45,428.03,0.11732,17.631,3.526,396.47,400.0,15.47,10.923,0.281,415.0,396.47,0.1017,411.33,banda,452.18,0,0
SPY,2023-07-21,CALL,2018-2025,2023-06-06,45,428.03,0.11732,17.631,3.526,432.0,435.53,40.45,3049.776,,435.0,435.53,0.386,442.98,delta,452.18,1,1
SPY,2023-08-18,PUT,2018-2025,2023-07-03,46,443.79,0.12219,19.251,3.85,417.15,421.0,17.63,10.351,0.241,420.0,417.15,0.1219,428.66,banda,436.5,0,0
SPY,2023-08-18,CALL,2018-2025,2023-07-03,46,443.79,0.12219,19.251,3.85,452.0,455.85,40.03,39.78,,455.0,455.85,0.2941,460.89,delta,436.5,0,1
SPY,2023-09-15,PUT,2018-2025,2023-08-01,45,456.48,0.12707,20.367,4.073,426.93,431.0,16.64,18.925,0.548,440.0,426.93,0.117,440.0,banda,443.37,0,0
SPY,2023-09-15,CALL,2018-2025,2023-08-01,45,456.48,0.12707,20.367,4.073,460.0,464.07,47.35,414.078,,460.0,464.07,0.4084,473.96,delta,443.37,0,0
SPY,2023-10-20,PUT,2018-2025,2023-09-05,45,449.24,0.12219,19.275,3.855,426.15,430.0,17.13,15.51,0.175,430.0,426.15,0.1542,431.85,banda,421.19,1,1
SPY,2023-10-20,CALL,2018-2025,2023-09-05,45,449.24,0.12219,19.275,3.855,453.0,456.85,27.73,79.872,,455.0,456.85,0.3952,465.04,delta,421.19,0,0
SPY,2023-11-17,PUT,2018-2025,2023-10-03,45,421.59,0.17585,26.031,5.206,404.79,410.0,37.12,39.75,,400.0,404.79,0.2398,399.92,delta,450.79,0,0
SPY,2023-11-17,CALL,2018-2025,2023-10-03,45,421.59,0.17585,26.031,5.206,435.0,440.21,26.94,4.505,,440.0,440.21,0.2539,444.43,delta,450.79,1,1
SPY,2023-12-15,PUT,2018-2025,2023-10-31,45,418.2,0.17097,25.106,5.021,394.98,400.0,25.85,16.227,,400.0,394.98,0.1839,396.7,banda,469.33,0,0
SPY,2023-12-15,CALL,2018-2025,2023-10-31,45,418.2,0.17097,25.106,5.021,430.0,435.02,25.51,74.121,,430.0,435.02,0.2625,438.17,delta,469.33,1,1
SPY,2024-01-19,PUT,2018-2025,2023-12-05,45,456.6,0.11732,18.808,3.762,436.24,440.0,15.87,29.613,,440.0,436.24,0.1568,441.3,banda,482.43,0,0
SPY,2024-01-19,CALL,2018-2025,2023-12-05,45,456.6,0.11732,18.808,3.762,460.0,463.76,38.7,823.283,0.449,460.0,463.76,0.4085,472.85,delta,482.43,1,1
SPY,2024-02-16,PUT,2018-2025,2024-01-02,45,472.65,0.12219,20.278,4.056,447.94,452.0,23.56,14.88,0.337,450.0,447.94,0.1372,456.82,banda,499.51,0,0
SPY,2024-02-16,CALL,2018-2025,2024-01-02,45,472.65,0.12219,20.278,4.056,491.0,495.06,30.8,4.005,0.404,495.0,495.06,0.1391,490.75,banda,499.51,1,1
SPY,2024-03-15,PUT,2018-2025,2024-01-30,45,490.89,0.11732,20.221,4.044,448.96,453.0,11.57,4.446,0.471,460.0,448.96,0.0619,474.44,banda,509.83,0,0
SPY,2024-03-15,CALL,2018-2025,2024-01-30,45,490.89,0.11732,20.221,4.044,494.0,498.04,48.29,147.112,,494.0,498.04,0.4203,509.69,delta,509.83,1,1
SPY,2024-04-19,PUT,2018-2025,2024-03-05,45,507.18,0.12219,21.761,4.352,481.65,486.0,14.42,9.189,0.617,485.0,481.65,0.1453,488.87,banda,495.16,0,0
SPY,2024-04-19,CALL,2018-2025,2024-03-05,45,507.18,0.12219,21.761,4.352,512.0,516.35,26.32,1.467,,520.0,516.35,0.3945,527.78,delta,495.16,0,1
SPY,2024-05-17,PUT,2018-2025,2024-04-02,45,518.84,0.13195,24.038,4.808,495.19,500.0,19.21,11.616,0.404,500.0,495.19,0.1637,500.18,banda,529.45,0,1
SPY,2024-05-17,CALL,2018-2025,2024-04-02,45,518.84,0.13195,24.038,4.808,523.0,527.81,28.38,2.03,0.481,540.0,527.81,0.4111,540.36,delta,529.45,1,1
SPY,2024-06-21,PUT,2018-2025,2024-05-07,45,517.14,0.12707,23.073,4.615,496.39,501.0,17.21,16.439,,500.0,496.39,0.1787,499.82,banda,544.51,0,0
SPY,2024-06-21,CALL,2018-2025,2024-05-07,45,517.14,0.12707,23.073,4.615,521.0,525.61,29.06,4.969,,525.0,525.61,0.4108,538.56,delta,544.51,1,1
SPY,2024-07-19,PUT,2018-2025,2024-06-04,45,528.39,0.11243,20.86,4.172,499.83,504.0,29.89,23.365,,500.0,499.83,0.1301,510.69,banda,548.99,0,0
SPY,2024-07-19,CALL,2018-2025,2024-06-04,45,528.39,0.11243,20.86,4.172,532.0,536.17,27.12,5.111,,540.0,536.17,0.4187,546.97,delta,548.99,1,1
SPY,2024-08-16,PUT,2018-2025,2024-07-02,45,549.01,0.10756,20.734,4.147,516.85,521.0,20.46,10.337,0.331,520.0,516.85,0.0994,532.07,banda,554.31,0,1
SPY,2024-08-16,CALL,2018-2025,2024-07-02,45,549.01,0.10756,20.734,4.147,556.0,560.15,35.17,3.226,,560.0,560.15,0.3454,568.32,delta,554.31,0,1
SPY,2024-09-20,PUT,2018-2025,2024-08-06,45,522.15,0.21487,39.395,7.879,508.12,516.0,21.71,39.862,,510.0,508.12,0.3329,486.81,delta,568.25,0,0
SPY,2024-09-20,CALL,2018-2025,2024-08-06,45,522.15,0.21487,39.395,7.879,543.0,550.88,24.62,3.022,,550.0,550.88,0.2114,552.12,delta,568.25,1,1
SPY,2024-10-18,PUT,2018-2025,2024-09-03,45,552.08,0.15146,29.36,5.872,534.13,540.0,20.21,124.124,,540.0,534.13,0.2657,523.12,delta,584.59,0,0
SPY,2024-10-18,CALL,2018-2025,2024-09-03,45,552.08,0.15146,29.36,5.872,560.0,565.87,34.23,3.077,,560.0,565.87,0.3459,574.98,delta,584.59,1,1
SPY,2024-11-15,PUT,2018-2025,2024-10-01,45,568.62,0.17097,34.135,6.827,554.17,561.0,22.8,4.966,0.36,560.0,554.17,0.306,537.65,delta,585.75,0,0
SPY,2024-11-15,CALL,2018-2025,2024-10-01,45,568.62,0.17097,34.135,6.827,574.0,580.83,48.35,4.834,,580.0,580.83,0.3971,595.4,delta,585.75,1,1
SPY,2024-12-20,PUT,2018-2025,2024-11-05,45,576.7,0.16122,32.646,6.529,536.47,543.0,19.37,12.303,,540.0,536.47,0.1462,548.16,banda,591.15,0,0
SPY,2024-12-20,CALL,2018-2025,2024-11-05,45,576.7,0.16122,32.646,6.529,610.0,616.53,35.3,17.182,0.334,615.0,616.53,0.0993,603.86,banda,591.15,0,0
SPY,2025-01-17,PUT,2018-2025,2024-12-03,45,603.91,0.10756,22.808,4.562,567.44,572.0,17.39,12.8,0.252,600.0,567.44,0.1097,583.14,banda,597.58,0,0
SPY,2025-01-17,CALL,2018-2025,2024-12-03,45,603.91,0.10756,22.808,4.562,611.0,615.56,29.98,333.804,,615.0,615.56,0.346,624.58,delta,597.58,0,0
SPY,2025-02-21,PUT,2018-2025,2025-01-07,45,588.63,0.14658,30.295,6.059,564.94,571.0,24.55,10.773,,580.0,564.94,0.2109,562.13,delta,599.94,0,0
SPY,2025-02-21,CALL,2018-2025,2025-01-07,45,588.63,0.14658,30.295,6.059,609.0,615.06,27.33,14.642,0.608,615.0,615.06,0.19,614.11,banda,599.94,0,0
SPY,2025-03-21,PUT,2018-2025,2025-02-04,45,601.78,0.14171,29.942,5.988,569.01,575.0,19.77,14.406,,560.0,569.01,0.1708,576.09,banda,563.98,1,1
SPY,2025-03-21,CALL,2018-2025,2025-02-04,45,601.78,0.14171,29.942,5.988,615.0,620.99,47.58,33.466,,620.0,620.99,0.2608,625.93,delta,563.98,0,0
SPY,2025-04-17,PUT,2018-2025,2025-03-03,45,583.77,0.18073,37.045,7.409,557.59,565.0,25.08,29.202,,560.0,557.59,0.2412,550.19,delta,526.41,1,1
SPY,2025-04-17,CALL,2018-2025,2025-03-03,45,583.77,0.18073,37.045,7.409,605.0,612.41,26.29,6.394,,610.0,612.41,0.2032,612.75,delta,526.41,0,0
SPY,2025-05-16,PUT,2018-2025,2025-04-01,45,560.97,0.19048,37.519,7.504,547.5,555.0,22.57,27.88,,550.0,547.5,0.3239,528.7,delta,594.2,0,1
SPY,2025-05-16,CALL,2018-2025,2025-04-01,45,560.97,0.19048,37.519,7.504,574.0,581.5,23.77,11.471,0.566,600.0,581.5,0.2977,589.57,delta,594.2,1,1
SPY,2025-06-20,PUT,2018-2025,2025-05-06,45,558.8,0.21487,42.16,8.432,536.57,545.0,19.4,7.309,0.668,540.0,536.57,0.2847,521.24,delta,594.28,0,0
SPY,2025-06-20,CALL,2018-2025,2025-05-06,45,558.8,0.21487,42.16,8.432,573.0,581.43,36.81,20.186,0.249,580.0,581.43,0.2938,590.15,delta,594.28,1,1
