simbolo,vencimiento,lado,ventana,fecha_medicion,dte,spot,atm_iv,em,w,banda_lo,banda_hi,pct_lado,xmed,xvalle,argmax,borde,delta_borde,k_delta_max,ata,spot_venc,cerro_mas_alla,toco
SPY,2015-07-17,CALL,2013-2017,2015-06-02,45,211.36,0.12219,9.068,1.814,217.0,218.81,27.8,4.029,,218.0,218.81,0.122,216.84,banda,212.47,0,0
SPY,2015-08-21,PUT,2013-2017,2015-07-07,45,208.01,0.1417,10.349,2.07,203.93,206.0,32.62,102.253,,205.0,203.93,0.3522,197.19,delta,197.63,1,1
SPY,2015-08-21,CALL,2013-2017,2015-07-07,45,208.01,0.1417,10.349,2.07,210.0,212.07,28.38,5.771,,210.0,212.07,0.3354,215.25,delta,197.63,0,1
SPY,2015-09-18,PUT,2013-2017,2015-08-04,45,209.32,0.12707,9.339,1.868,204.13,206.0,22.58,367.503,0.462,205.0,204.13,0.308,199.85,delta,195.36,1,1
SPY,2015-09-18,CALL,2013-2017,2015-08-04,45,209.32,0.12707,9.339,1.868,214.0,215.87,31.22,38.452,,215.0,215.87,0.1544,215.18,banda,195.36,0,0
SPY,2015-10-16,PUT,2013-2017,2015-09-01,45,191.77,0.25877,17.425,3.485,181.52,185.0,30.4,97.508,,185.0,181.52,0.2887,174.41,delta,203.27,0,0
SPY,2015-10-16,CALL,2013-2017,2015-09-01,45,191.77,0.25877,17.425,3.485,205.0,208.48,28.13,11.913,,200.0,208.48,0.1,203.61,banda,203.27,0,0
SPY,2015-11-20,PUT,2013-2017,2015-10-06,45,197.79,0.17585,12.213,2.443,187.56,190.0,23.74,244.968,0.739,190.0,187.56,0.2331,185.87,delta,209.31,0,0
SPY,2015-11-20,CALL,2013-2017,2015-10-06,45,197.79,0.17585,12.213,2.443,205.0,207.44,30.96,222.047,,200.0,207.44,0.1686,206.55,banda,209.31,1,1
SPY,2016-01-15,PUT,2013-2017,2015-12-01,45,210.68,0.13195,9.761,1.952,203.05,205.0,15.86,352.35,,205.0,203.05,0.2587,200.15,delta,187.81,1,1
SPY,2016-01-15,CALL,2013-2017,2015-12-01,45,210.68,0.13195,9.761,1.952,215.0,216.95,33.8,3.791,0.264,215.0,216.95,0.1901,216.71,banda,187.81,0,0
SPY,2016-02-19,PUT,2013-2017,2016-01-05,45,201.36,0.17585,12.433,2.487,196.51,199.0,31.91,1831.287,0.235,198.0,196.51,0.34,189.84,delta,192.0,1,1
SPY,2016-02-19,CALL,2013-2017,2016-01-05,45,201.36,0.17585,12.433,2.487,205.0,207.49,37.21,50.644,,207.0,207.49,0.2917,209.81,delta,192.0,0,0
SPY,2016-03-18,PUT,2013-2017,2016-02-02,45,190.16,0.20999,14.021,2.804,184.2,187.0,28.1,148.549,0.143,185.0,184.2,0.3348,176.95,delta,204.38,0,1
SPY,2016-03-18,CALL,2013-2017,2016-02-02,45,190.16,0.20999,14.021,2.804,200.0,202.8,33.03,67.201,,200.0,202.8,0.1201,199.86,banda,204.38,1,1
SPY,2016-04-15,PUT,2013-2017,2016-03-01,45,198.11,0.16121,11.214,2.243,189.76,192.0,24.03,204.768,0.431,190.0,189.76,0.2589,186.55,delta,207.78,0,0
SPY,2016-04-15,CALL,2013-2017,2016-03-01,45,198.11,0.16121,11.214,2.243,200.0,202.24,49.45,362.554,,202.0,202.24,0.34,205.69,delta,207.78,1,1
SPY,2016-05-20,PUT,2013-2017,2016-04-05,45,204.19,0.1417,10.159,2.032,199.97,202.0,32.43,435.526,0.302,200.0,199.97,0.3426,194.05,delta,205.49,0,0
SPY,2016-05-20,CALL,2013-2017,2016-04-05,45,204.19,0.1417,10.159,2.032,210.0,212.03,42.09,16.424,,211.0,212.03,0.1773,211.36,banda,205.49,0,0
SPY,2016-06-17,PUT,2013-2017,2016-05-03,45,206.16,0.15146,10.964,2.193,193.81,196.0,22.18,723.41,0.391,194.0,193.81,0.1788,195.39,banda,206.52,0,0
SPY,2016-06-17,CALL,2013-2017,2016-05-03,45,206.16,0.15146,10.964,2.193,210.0,212.19,34.15,164.754,,210.0,212.19,0.2424,213.24,delta,206.52,0,1
SPY,2016-07-15,PUT,2013-2017,2016-05-31,45,209.84,0.11732,8.644,1.729,203.27,205.0,16.68,125.989,0.762,205.0,203.27,0.2727,199.93,delta,215.83,0,1
SPY,2016-07-15,CALL,2013-2017,2016-05-31,45,209.84,0.11732,8.644,1.729,215.0,216.73,34.2,6.168,,215.0,216.73,0.1408,215.53,banda,215.83,0,1
SPY,2016-08-19,PUT,2013-2017,2016-07-05,45,208.41,0.13683,10.013,2.003,204.0,206.0,24.86,307.317,0.498,205.0,204.0,0.3306,198.13,delta,218.54,0,0
SPY,2016-08-19,CALL,2013-2017,2016-07-05,45,208.41,0.13683,10.013,2.003,210.0,212.0,35.57,4.487,0.426,210.0,212.0,0.3574,215.44,delta,218.54,1,1
SPY,2016-09-16,PUT,2013-2017,2016-08-02,45,215.55,0.12219,9.248,1.85,211.15,213.0,15.25,59.347,,212.0,211.15,0.3267,205.89,delta,213.37,0,0
SPY,2016-09-16,CALL,2013-2017,2016-08-02,45,215.55,0.12219,9.248,1.85,220.0,221.85,30.37,1362.534,0.468,220.0,221.85,0.1976,221.79,banda,213.37,0,0
SPY,2016-10-21,PUT,2013-2017,2016-09-06,45,219.03,0.10268,7.897,1.579,214.42,216.0,23.26,1058.875,0.391,215.0,214.42,0.3112,209.84,delta,213.98,1,1
SPY,2016-10-21,CALL,2013-2017,2016-09-06,45,219.03,0.10268,7.897,1.579,231.0,232.58,23.95,223.464,0.176,232.0,232.58,0.0218,224.01,banda,213.98,0,0
SPY,2016-11-18,PUT,2013-2017,2016-10-04,45,214.68,0.13195,9.946,1.989,210.01,212.0,25.71,367.785,,212.0,210.01,0.3266,204.05,delta,218.5,0,1
SPY,2016-11-18,CALL,2013-2017,2016-10-04,45,214.68,0.13195,9.946,1.989,219.0,220.99,34.24,43.822,,220.0,220.99,0.2204,221.56,delta,218.5,0,0
SPY,2016-12-16,PUT,2013-2017,2016-11-01,45,211.01,0.16609,12.306,2.461,199.54,202.0,25.94,119.446,,200.0,199.54,0.2159,198.43,delta,225.04,0,0
SPY,2016-12-16,CALL,2013-2017,2016-11-01,45,211.01,0.16609,12.306,2.461,213.0,215.46,25.32,38.178,0.678,215.0,215.46,0.3387,219.05,delta,225.04,1,1
SPY,2017-01-20,PUT,2013-2017,2016-12-06,45,221.7,0.10268,7.993,1.599,213.4,215.0,15.72,31.234,,215.0,213.4,0.2116,212.95,delta,226.74,0,0
SPY,2017-01-20,CALL,2013-2017,2016-12-06,45,221.7,0.10268,7.993,1.599,224.0,225.6,43.83,134.389,,225.0,225.6,0.2606,226.77,delta,226.74,1,1
SPY,2017-02-17,PUT,2013-2017,2017-01-03,45,225.24,0.11244,8.893,1.779,218.22,220.0,23.19,169.903,,223.0,218.22,0.2462,215.86,delta,235.09,0,0
SPY,2017-02-17,CALL,2013-2017,2017-01-03,45,225.24,0.11244,8.893,1.779,227.0,228.78,35.72,8.34,,227.0,228.78,0.3478,231.83,delta,235.09,1,1
SPY,2017-03-17,PUT,2013-2017,2017-01-31,45,227.53,0.10756,8.593,1.719,224.28,226.0,17.18,71.167,0.463,225.0,224.28,0.3548,218.61,delta,237.03,0,0
SPY,2017-03-17,CALL,2013-2017,2017-01-31,45,227.53,0.10756,8.593,1.719,235.0,236.72,27.74,59.529,0.44,230.0,236.72,0.0943,233.67,banda,237.03,1,1
SPY,2017-04-21,PUT,2013-2017,2017-03-07,45,237.0,0.09781,8.139,1.628,228.37,230.0,23.24,322.938,0.425,230.0,228.37,0.2004,228.36,delta,234.59,0,0
SPY,2017-04-21,CALL,2013-2017,2017-03-07,45,237.0,0.09781,8.139,1.628,242.0,243.63,32.02,34.224,,242.0,243.63,0.1533,242.49,banda,234.59,0,0
SPY,2017-05-19,PUT,2013-2017,2017-04-04,45,235.48,0.10268,8.49,1.698,228.3,230.0,21.79,569.025,0.548,230.0,228.3,0.2211,226.97,delta,238.31,0,0
SPY,2017-05-19,CALL,2013-2017,2017-04-04,45,235.48,0.10268,8.49,1.698,241.0,242.7,29.06,4046.681,,242.0,242.7,0.1639,241.73,banda,238.31,0,0
SPY,2017-06-16,PUT,2013-2017,2017-05-02,45,238.77,0.09292,7.791,1.558,215.44,217.0,18.37,246.157,0.067,230.0,215.44,0.0523,230.37,banda,242.64,0,0
SPY,2017-06-16,CALL,2013-2017,2017-05-02,45,238.77,0.09292,7.791,1.558,240.0,241.56,29.8,38.684,,240.0,241.56,0.3656,244.38,delta,242.64,1,1
SPY,2017-07-21,PUT,2013-2017,2017-06-06,45,243.21,0.08804,7.519,1.504,237.5,239.0,17.82,210.373,,235.0,237.5,0.2665,235.06,delta,246.88,0,0
SPY,2017-07-21,CALL,2013-2017,2017-06-06,45,243.21,0.08804,7.519,1.504,247.0,248.5,39.34,24.411,,245.0,248.5,0.201,248.52,delta,246.88,0,0
SPY,2017-08-18,PUT,2013-2017,2017-07-03,46,242.21,0.09292,7.99,1.598,238.4,240.0,22.9,2682.56,0.529,235.0,238.4,0.3253,233.43,delta,242.71,0,0
SPY,2017-08-18,CALL,2013-2017,2017-07-03,46,242.21,0.09292,7.99,1.598,244.0,245.6,63.37,356.634,,245.0,245.6,0.3427,248.03,delta,242.71,0,1
SPY,2017-09-15,PUT,2013-2017,2017-08-01,45,247.32,0.08317,7.222,1.444,243.56,245.0,15.91,196.613,0.656,245.0,243.56,0.3148,239.3,delta,249.19,0,1
SPY,2017-09-15,CALL,2013-2017,2017-08-01,45,247.32,0.08317,7.222,1.444,249.0,250.44,58.29,75.848,,250.0,250.44,0.314,252.46,delta,249.19,0,0
SPY,2017-10-20,PUT,2013-2017,2017-09-05,45,246.06,0.09781,8.45,1.69,239.31,241.0,22.43,625.068,,240.0,239.31,0.2663,235.96,delta,257.11,0,0
SPY,2017-10-20,CALL,2013-2017,2017-09-05,45,246.06,0.09781,8.45,1.69,249.0,250.69,34.38,16.613,,249.0,250.69,0.2568,251.51,delta,257.11,1,1
SPY,2017-11-17,PUT,2013-2017,2017-10-03,45,252.86,0.07829,6.951,1.39,248.61,250.0,27.95,344.784,0.366,250.0,248.61,0.289,245.4,delta,257.86,0,0
SPY,2017-11-17,CALL,2013-2017,2017-10-03,45,252.86,0.07829,6.951,1.39,254.0,255.39,32.18,14.388,,255.0,255.39,0.3756,258.1,delta,257.86,1,1
SPY,2017-12-15,PUT,2013-2017,2017-10-31,45,257.15,0.08804,7.95,1.59,253.41,255.0,19.05,112.077,0.352,250.0,253.41,0.3311,247.91,delta,266.51,0,0
SPY,2017-12-15,CALL,2013-2017,2017-10-31,45,257.15,0.08804,7.95,1.59,259.0,260.59,33.75,25.827,,260.0,260.59,0.3263,262.68,delta,266.51,1,1
SPY,2018-01-19,PUT,2018-2025,2017-12-05,45,263.19,0.08804,8.136,1.627,254.37,256.0,15.62,56.532,0.787,260.0,254.37,0.2151,253.75,delta,280.41,0,0
SPY,2018-01-19,CALL,2018-2025,2017-12-05,45,263.19,0.08804,8.136,1.627,267.0,268.63,33.21,30.015,,268.0,268.63,0.2013,268.66,delta,280.41,1,1
SPY,2018-02-16,PUT,2018-2025,2018-01-02,45,268.77,0.07829,7.388,1.478,263.52,265.0,17.67,499.932,,265.0,263.52,0.27,260.64,delta,273.11,0,1
SPY,2018-02-16,CALL,2018-2025,2018-01-02,45,268.77,0.07829,7.388,1.478,272.0,273.48,32.94,7.972,,272.0,273.48,0.2467,274.44,delta,273.11,0,1
SPY,2018-03-16,PUT,2018-2025,2018-01-30,45,281.76,0.12707,12.571,2.514,274.49,277.0,20.8,58.001,,275.0,274.49,0.2908,268.83,delta,274.2,1,1
SPY,2018-03-16,CALL,2018-2025,2018-01-30,45,281.76,0.12707,12.571,2.514,285.0,287.51,30.1,82.524,,285.0,287.51,0.3272,291.14,delta,274.2,0,0
SPY,2018-04-20,PUT,2018-2025,2018-03-06,45,272.88,0.13683,13.11,2.622,267.38,270.0,21.52,418.914,0.33,270.0,267.38,0.3452,258.29,delta,266.61,1,1
SPY,2018-04-20,CALL,2018-2025,2018-03-06,45,272.88,0.13683,13.11,2.622,278.0,280.62,28.28,30.092,0.364,278.0,280.62,0.2598,282.82,delta,266.61,0,0
SPY,2018-05-18,PUT,2018-2025,2018-04-03,45,260.77,0.18073,16.548,3.31,249.69,253.0,33.29,457.556,0.244,250.0,249.69,0.2593,244.97,delta,271.33,0,0
SPY,2018-05-18,CALL,2018-2025,2018-04-03,45,260.77,0.18073,16.548,3.31,270.0,273.31,22.37,38.648,,280.0,273.31,0.207,273.67,delta,271.33,0,1
SPY,2018-06-15,PUT,2018-2025,2018-05-01,45,264.98,0.14171,13.184,2.637,259.36,262.0,24.92,119.3,0.344,260.0,259.36,0.3287,252.23,delta,277.13,0,1
SPY,2018-06-15,CALL,2018-2025,2018-05-01,45,264.98,0.14171,13.184,2.637,268.0,270.64,35.2,472.242,,270.0,270.64,0.3366,274.73,delta,277.13,1,1
SPY,2018-07-20,PUT,2018-2025,2018-06-05,45,275.1,0.10268,9.918,1.984,269.02,271.0,14.97,750.385,0.319,260.0,269.02,0.2906,264.69,delta,279.68,0,1
SPY,2018-07-20,CALL,2018-2025,2018-06-05,45,275.1,0.10268,9.918,1.984,279.0,280.98,33.95,3136.562,,280.0,280.98,0.2617,281.9,delta,279.68,0,1
SPY,2018-08-17,PUT,2018-2025,2018-07-03,45,270.9,0.12707,12.087,2.417,262.58,265.0,20.8,188.915,,265.0,262.58,0.2675,257.93,delta,285.06,0,0
SPY,2018-08-17,CALL,2018-2025,2018-07-03,45,270.9,0.12707,12.087,2.417,275.0,277.42,29.42,10.044,,277.0,277.42,0.2825,279.26,delta,285.06,1,1
SPY,2018-09-21,PUT,2018-2025,2018-08-07,45,285.58,0.09292,9.318,1.864,278.14,280.0,17.12,204.706,0.399,280.0,278.14,0.2424,276.35,delta,291.99,0,0
SPY,2018-09-21,CALL,2018-2025,2018-08-07,45,285.58,0.09292,9.318,1.864,290.0,291.86,29.14,3325.706,,290.0,291.86,0.2299,292.64,delta,291.99,1,1
SPY,2018-10-19,PUT,2018-2025,2018-09-04,45,289.81,0.09781,9.953,1.991,279.01,281.0,24.69,1000.043,,280.0,279.01,0.2016,278.93,delta,276.25,1,1
SPY,2018-10-19,CALL,2018-2025,2018-09-04,45,289.81,0.09781,9.953,1.991,299.0,300.99,28.91,71.277,0.234,300.0,300.99,0.1147,296.97,banda,276.25,0,0
SPY,2018-11-16,PUT,2018-2025,2018-10-02,45,291.56,0.10268,10.512,2.102,282.9,285.0,30.83,377.67,,285.0,282.9,0.2321,280.7,delta,273.73,1,1
SPY,2018-11-16,CALL,2018-2025,2018-10-02,45,291.56,0.10268,10.512,2.102,298.0,300.1,35.97,48.826,,300.0,300.1,0.189,299.76,banda,273.73,0,0
SPY,2018-12-21,PUT,2018-2025,2018-11-05,46,273.39,0.18561,18.014,3.603,259.4,263.0,20.55,77.628,,260.0,259.4,0.2273,256.83,delta,240.7,1,1
SPY,2018-12-21,CALL,2018-2025,2018-11-05,46,273.39,0.18561,18.014,3.603,277.0,280.6,26.6,34.32,0.521,277.0,280.6,0.3528,286.37,delta,240.7,0,1
SPY,2019-01-18,PUT,2018-2025,2018-12-04,45,270.25,0.18561,17.612,3.522,256.48,260.0,27.78,84.268,,260.0,256.48,0.2349,254.04,delta,266.46,0,1
SPY,2019-01-18,CALL,2018-2025,2018-12-04,45,270.25,0.18561,17.612,3.522,284.0,287.52,27.0,21.983,,285.0,287.52,0.1048,282.92,banda,266.46,0,0
SPY,2019-02-15,PUT,2018-2025,2018-12-31,46,249.92,0.22463,19.93,3.986,238.01,242.0,34.0,63.108,,240.0,238.01,0.2708,232.4,delta,277.37,0,0
SPY,2019-02-15,CALL,2018-2025,2018-12-31,46,249.92,0.22463,19.93,3.986,258.0,261.99,24.55,3.68,,260.0,261.99,0.2792,265.97,delta,277.37,1,1
SPY,2019-03-15,PUT,2018-2025,2019-01-29,45,263.41,0.17585,16.264,3.253,253.75,257.0,26.55,131.258,,255.0,253.75,0.2714,248.31,delta,281.31,0,0
SPY,2019-03-15,CALL,2018-2025,2019-01-29,45,263.41,0.17585,16.264,3.253,270.0,273.25,29.74,9.344,,270.0,273.25,0.257,275.45,delta,281.31,1,1
SPY,2019-04-18,PUT,2018-2025,2019-03-04,45,279.4,0.12219,11.987,2.397,269.6,272.0,21.83,167.491,,270.0,269.6,0.2386,266.9,delta,290.02,0,0
