strike,callGEX_musd,putGEX_musd,netGEX_musd,callOI,putOI,callDelta,putDelta,callBid,callAsk,putBid,putAsk,pcsCredit_w5,ccsCredit_w5,expirationType
255.0,1.7167,-20.7813,-19.0646,88,1437,0.93415,-0.0347,,,,,,,Regular
260.0,0.0,-65.9423,-65.9423,0,3931,0.92718,-0.04056,,,,,,,Regular
265.0,1.9218,-23.8577,-21.9359,80,1227,0.91913,-0.04752,,,,,,,Regular
270.0,3.3011,-43.8789,-40.5778,124,1951,0.91048,-0.05571,,,,,,,Regular
275.0,5.0392,-97.3275,-92.2883,171,3746,0.90114,-0.06559,,,,,,,Regular
280.0,5.0907,-486.5425,-481.4518,156,16288,0.89024,-0.07701,,,,,,,Regular
285.0,2.2384,-64.0472,-61.8088,62,1873,0.87786,-0.09048,,,,,,,Regular
290.0,6.2206,-272.3765,-266.1559,156,6997,0.86353,-0.10639,,,,,,,Regular
295.0,4.3912,-165.6304,-161.2392,100,3769,0.84722,-0.12381,,,,,,,Regular
300.0,26.0617,-389.1193,-363.0576,541,7901,0.82902,-0.14382,,,,,,,Regular
305.0,28.3396,-152.0331,-123.6935,539,2778,0.80857,-0.16624,,,,,,,Regular
310.0,114.3927,-206.2377,-91.845,2002,3421,0.78656,-0.1909,49.5,50.25,6.35,6.45,,3,Regular
315.0,27.886,-134.2859,-106.3999,451,2041,0.76287,-0.21794,45.55,46.5,7.5,7.6,1.05,2.8,Regular
320.0,89.1564,-410.9898,-321.8334,1348,5782,0.73585,-0.24737,42.05,42.75,8.8,8.9,1.2,2.85,Regular
325.0,77.6229,-305.9137,-228.2908,1104,4020,0.70735,-0.27865,38.55,39.2,10.25,10.4,1.35,2.65,Regular
330.0,153.8616,-1362.8197,-1208.9581,2079,16909,0.67694,-0.31193,35.25,35.9,11.9,12.05,1.5,2.5,Regular
335.0,202.6061,-131.5943,71.0118,2626,1558,0.64513,-0.34676,32.1,32.75,13.75,13.9,1.7,2.35,Regular
340.0,171.0728,-649.7169,-478.6441,2132,7399,0.61266,-0.38262,29.2,29.75,15.8,15.95,1.9,2.1,Regular
345.0,76.7479,-134.8103,-58.0624,925,1495,0.57916,-0.41945,26.5,27.1,18.05,18.2,2.1,2.15,Regular
350.0,307.6508,-337.4253,-29.7745,3668,3671,0.54505,-0.45669,23.95,24.35,20.45,20.65,2.25,2.05,Regular
355.0,92.4557,-122.7546,-30.2989,1097,1326,0.51119,-0.49394,21.6,21.9,23.1,23.3,2.45,1.95,Regular
360.0,261.9873,-432.0785,-170.0912,3106,4672,0.47752,-0.53087,19.5,19.65,25.75,26.15,2.45,1.85,Regular
365.0,142.7511,-104.1485,38.6026,1710,1133,0.44487,-0.56762,17.5,17.65,28.75,29.15,2.6,1.65,Regular
370.0,150.7128,-186.788,-36.0752,1832,2076,0.41281,-0.60248,15.7,15.85,31.9,32.35,2.75,1.5,Regular
375.0,256.3553,-70.257,186.0983,3185,805,0.38193,-0.63559,14.05,14.2,35,35.75,2.65,1.35,Regular
380.0,337.5016,-810.0915,-472.5899,4313,9598,0.35233,-0.66808,12.55,12.7,38.65,39.25,2.9,1.2,Regular
385.0,79.4821,-101.2167,-21.7346,1051,1248,0.32417,-0.69931,11.2,11.35,42.3,43,3.05,1.05,Regular
390.0,165.6065,-273.1857,-107.5792,2277,3534,0.2973,-0.72848,10,10.15,46.1,46.8,3.1,,Regular
395.0,121.4219,-166.0892,-44.6673,1747,2268,0.27252,-0.75622,,,,,,,Regular
400.0,619.2056,-374.9785,244.2271,9357,5441,0.24889,-0.78231,,,,,,,Regular
405.0,45.2497,-21.0732,24.1765,722,327,0.22766,-0.80763,,,,,,,Regular
410.0,106.0365,-32.8843,73.1522,1792,550,0.20762,-0.83027,,,,,,,Regular
415.0,75.5512,-42.9962,32.555,1357,780,0.18945,-0.85023,,,,,,,Regular
420.0,130.0224,-37.6485,92.3739,2489,745,0.17238,-0.86829,,,,,,,Regular
425.0,117.6714,-24.9516,92.7198,2406,542,0.15754,-0.88498,,,,,,,Regular
430.0,332.8179,-23.7473,309.0706,7281,570,0.14396,-0.90021,,,,,,,Regular
435.0,59.1927,0.0,59.1927,1388,0,0.13135,-0.91331,,,,,,,Regular
440.0,61.494,0.0,61.494,1549,0,0.11947,-0.92293,,,,,,,Regular
445.0,54.0677,-6.573,47.4947,1462,213,0.10946,-0.9316,,,,,,,Regular
450.0,212.9675,-11.2527,201.7148,6189,404,0.10017,-0.93955,,,,,,,Regular
455.0,14.498,0.0,14.498,453,0,0.09175,-0.9449,,,,,,,Regular
460.0,53.6813,0.0,53.6813,1800,0,0.08457,-0.94943,,,,,,,Regular
465.0,47.1391,0.0,47.1391,1697,0,0.07792,-0.95366,,,,,,,Regular
470.0,46.34,0.0,46.34,1792,0,0.07174,-0.95774,,,,,,,Regular
475.0,44.0386,-21.8716,22.167,1826,1210,0.06636,-0.9616,,,,,,,Regular
480.0,32.1563,0.0,32.1563,1429,0,0.06144,-0.96491,,,,,,,Regular
485.0,4.5967,0.0,4.5967,219,0,0.05685,-0.96803,,,,,,,Regular
490.0,8.7561,0.0,8.7561,445,0,0.05313,-0.97108,,,,,,,Regular
495.0,8.8404,0.0,8.8404,479,0,0.04968,-0.97409,,,,,,,Regular
500.0,107.8348,0.0,107.8348,6232,0,0.0464,-0.97707,,,,,,,Regular
505.0,4.2158,0.0,4.2158,259,0,0.04358,-0.9797,,,,,,,Regular
510.0,36.834,0.0,36.834,2405,0,0.04094,-0.98093,,,,,,,Regular
515.0,5.3041,0.0,5.3041,368,0,0.03845,-0.98178,,,,,,,Regular
520.0,38.2262,0.0,38.2262,2804,0,0.03641,-0.9826,,,,,,,Regular
525.0,4.169,0.0,4.169,323,0,0.03452,-0.9834,,,,,,,Regular
530.0,5.1915,0.0,5.1915,425,0,0.03268,-0.98417,,,,,,,Regular
535.0,3.6549,0.0,3.6549,316,0,0.03096,-0.98492,,,,,,,Regular
540.0,5.1292,0.0,5.1292,468,0,0.02935,-0.98565,,,,,,,Regular
545.0,4.1214,0.0,4.1214,395,0,0.02801,-0.98636,,,,,,,Regular
550.0,24.9184,0.0,24.9184,2506,0,0.02678,-0.98705,,,,,,,Regular
555.0,0.161,0.0,0.161,17,0,0.02557,-0.98773,,,,,,,Regular
560.0,9.9672,0.0,9.9672,1104,0,0.02441,-0.98839,,,,,,,Regular
570.0,3.0191,0.0,3.0191,367,0,0.02235,-0.98967,,,,,,,Regular
580.0,2.7035,0.0,2.7035,360,0,0.02048,-0.99091,,,,,,,Regular
590.0,6.716,0.0,6.716,972,0,0.01897,-0.99212,,,,,,,Regular
600.0,23.5203,0.0,23.5203,3692,0,0.01759,-0.9933,,,,,,,Regular
610.0,0.0,0.0,0.0,0,0,0.01634,-0.99446,,,,,,,Regular
620.0,1.1425,0.0,1.1425,210,0,0.01519,-0.99562,,,,,,,Regular
630.0,9.0721,0.0,9.0721,1798,0,0.01416,-0.99679,,,,,,,Regular
640.0,0.0,0.0,0.0,0,0,0.01318,-0.998,,,,,,,Regular
650.0,2.0527,0.0,2.0527,474,0,0.01223,-0.99916,,,,,,,Regular
660.0,0.4693,0.0,0.4693,117,0,0.01135,-0.99975,,,,,,,Regular
670.0,5.1395,0.0,5.1395,1370,0,0.01067,-0.99985,,,,,,,Regular
680.0,5.0463,0.0,5.0463,1435,0,0.01006,-0.99986,,,,,,,Regular
690.0,0.9122,0.0,0.9122,277,0,0.00946,-0.99987,,,,,,,Regular
700.0,3.3944,0.0,3.3944,1102,0,0.00888,-0.99988,,,,,,,Regular
710.0,0.9365,0.0,0.9365,325,0,0.00832,-0.99989,,,,,,,Regular
720.0,0.4365,0.0,0.4365,161,0,0.00787,-0.9999,,,,,,,Regular
730.0,0.447,0.0,0.447,175,0,0.00744,-0.99991,,,,,,,Regular
740.0,0.1922,0.0,0.1922,80,0,0.00702,-0.99992,,,,,,,Regular
750.0,0.0,0.0,0.0,0,0,0.00662,-0.99993,,,,,,,Regular
760.0,0.0,0.0,0.0,0,0,0.00628,-0.99993,,,,,,,Regular
770.0,0.0,0.0,0.0,0,0,0.00596,-0.99994,,,,,,,Regular
780.0,0.0,0.0,0.0,0,0,0.00566,-0.99995,,,,,,,Regular
790.0,0.0,0.0,0.0,0,0,0.00536,-0.99995,,,,,,,Regular
800.0,0.0,0.0,0.0,0,0,0.00507,-0.99996,,,,,,,Regular
810.0,0.0,0.0,0.0,0,0,0.00485,-0.99996,,,,,,,Regular
820.0,0.0,0.0,0.0,0,0,0.00466,-0.99997,,,,,,,Regular
830.0,0.0,0.0,0.0,0,0,0.00447,-0.99997,,,,,,,Regular
840.0,0.0,0.0,0.0,0,0,0.00429,-0.99997,,,,,,,Regular
850.0,0.0,0.0,0.0,0,0,0.00412,-0.99998,,,,,,,Regular
860.0,0.0,0.0,0.0,0,0,0.00395,-0.99998,,,,,,,Regular
870.0,0.0,0.0,0.0,0,0,0.00378,-0.99998,,,,,,,Regular
880.0,0.0,0.0,0.0,0,0,0.00361,-0.99998,,,,,,,Regular
890.0,0.0,0.0,0.0,0,0,0.00347,-0.99998,,,,,,,Regular
900.0,0.0,0.0,0.0,0,0,0.00341,-0.99999,,,,,,,Regular
